number,state,value,latent_dim,hidden1,hidden2,recon_mse,silhouette,calinski,davies,n_clusters_found,noise_ratio,largest_cluster_size,smallest_cluster_size,largest_share,size_ratio,penalty_small_k,penalty_imbalance,penalty_tiny_cluster,objective_value,batch_size,epochs,lr,algo,n_clusters,gmm_covariance_type,gmm_reg_covar,birch_threshold,birch_branching_factor,dbscan_eps,dbscan_min_samples,dbscan_metric,agglo_linkage,agglo_metric,spectral_affinity,spectral_n_neighbors,spectral_gamma
188,TrialState.COMPLETE,1030.5106585988426,2,256,32,0.01562260352272393,0.5518921613693237,1135.56591796875,0.4259744939683973,12.0,0.0,21.0,2.0,0.1346153846153846,10.5,0.0,1.252762968495368,1.0,1030.5106585988426,32.0,109.0,0.00012077878440304405,gmm,12.0,full,1.0241010893278078e-06,,,,,,,,,,
14,TrialState.COMPLETE,970.6219502399092,4,512,256,0.007653660139864872,0.5104647874832153,1349.15673828125,0.4207189435336126,10.0,0.0,56.0,1.0,0.358974358974359,56.0,0.0,2.9267394020670396,4.0,970.6219502399092,32.0,100.0,0.0021621531887333,agglo,10.0,,,,,,,,ward,,,,
258,TrialState.COMPLETE,859.4290659373958,3,256,32,0.013065263120475843,0.49316656589508057,870.4299926757812,0.5602667427802387,12.0,0.0,26.0,5.0,0.16666666666666666,5.2,0.0,0.550046336919272,0.0,859.4290659373958,8.0,98.0,0.00013044699704524874,agglo,12.0,,,,,,,,ward,,,,
260,TrialState.COMPLETE,728.4738633533202,2,256,32,0.010723412362027973,0.534697949886322,1093.8475341796875,0.47321526001682646,12.0,0.0,29.0,1.0,0.1858974358974359,29.0,0.0,2.268683541318364,4.0,728.4738633533202,8.0,112.0,0.00012122073330229422,agglo,12.0,,,,,,,,ward,,,,
176,TrialState.COMPLETE,641.5990398741314,3,256,32,0.01571205689524513,0.41858476400375366,750.92578125,0.663731024257197,12.0,0.0,26.0,2.0,0.16666666666666666,13.0,0.0,1.466337068793427,1.0,641.5990398741314,32.0,81.0,0.0001253692873203766,kmeans,12.0,,,,,,,,,,,,
213,TrialState.COMPLETE,460.50187237536625,2,256,32,0.015670473022204832,0.5347833037376404,472.0091552734375,0.5471909777320648,4.0,0.0,64.0,12.0,0.41025641025641024,5.333333333333333,0.0,0.5753641449035618,0.0,460.50187237536625,32.0,95.0,0.00013086370365897275,birch,11.0,,,0.7695472214153195,82.0,,,,,,,,
240,TrialState.COMPLETE,415.0695550380609,2,256,32,0.015337123188842528,0.5506247282028198,450.172119140625,0.5372890281316874,3.0,0.0,71.0,34.0,0.4551282051282051,2.088235294117647,1.0,0.00512820512820511,0.0,415.0695550380609,32.0,136.0,0.00011149330187920421,birch,12.0,,,1.0982583583843255,22.0,,,,,,,,
221,TrialState.COMPLETE,261.21480003886956,3,64,32,0.012283634942898908,0.42206254601478577,280.1964111328125,0.7764957315486232,12.0,0.0,31.0,4.0,0.1987179487179487,7.75,0.0,0.949080554697146,0.0,261.21480003886956,32.0,111.0,0.0001421867926364438,agglo,12.0,,,,,,,,ward,,,,
187,TrialState.COMPLETE,256.4210491322289,3,64,64,0.0141228463745221,0.42002928256988525,367.2299499511719,0.6947491136039129,11.0,0.0,28.0,2.0,0.1794871794871795,14.0,0.0,1.540445040947149,1.0,256.4210491322289,32.0,103.0,0.00024412683462012995,agglo,11.0,,,,,,,,ward,,,,
43,TrialState.COMPLETE,255.55891697308275,3,64,64,0.011815008475081582,0.4045295715332031,265.1956787109375,0.8236516137623171,8.0,0.0,34.0,7.0,0.21794871794871795,4.857142857142857,0.0,0.48183808689273827,0.0,255.55891697308275,32.0,115.0,0.00013667823752856796,birch,8.0,,,0.10514030852336498,32.0,,,,,,,,
123,TrialState.COMPLETE,211.4122333907542,3,256,32,0.010850991963634517,0.36930468678474426,225.27517700195312,0.8075426844018608,12.0,0.0,18.0,3.0,0.11538461538461539,6.0,0.0,0.6931471805599453,0.0,211.4122333907542,32.0,129.0,0.0001138387234881353,kmeans,12.0,,,,,,,,,,,,
117,TrialState.COMPLETE,210.8755340576172,3,256,32,0.008069855685643912,0.39702436327934265,210.8755340576172,0.7608030089579499,11.0,0.0,22.0,8.0,0.14102564102564102,2.75,0.0,0.0,0.0,210.8755340576172,32.0,120.0,0.00014791407080924488,agglo,11.0,,,,,,,,ward,,,,
56,TrialState.COMPLETE,210.5129984330364,3,256,32,0.01007646016382736,0.4193744659423828,223.52474975585938,0.7328023140413573,12.0,0.0,23.0,4.0,0.14743589743589744,5.75,0.0,0.6505875661411494,0.0,210.5129984330364,32.0,118.0,0.00011534968770840293,agglo,12.0,,,,,,,,ward,,,,
50,TrialState.COMPLETE,191.23716618101318,5,256,128,0.0067837249586622985,0.3909239172935486,205.9165496826172,0.7577687823056181,11.0,0.0,25.0,4.0,0.16025641025641027,6.25,0.0,0.7339691750802005,0.0,191.23716618101318,32.0,101.0,0.00016477683101287608,kmeans,11.0,,,,,,,,,,,,
295,TrialState.COMPLETE,189.10711658941563,3,256,32,0.01347945374280627,0.38325753808021545,295.9818115234375,0.682899437722158,12.0,0.0,23.0,2.0,0.14743589743589744,11.5,0.0,1.3437347467010947,1.0,189.10711658941563,32.0,108.0,0.00011465973943599875,agglo,12.0,,,,,,,,ward,,,,
175,TrialState.COMPLETE,182.36480907434796,13,256,32,0.007021617853714107,0.3636202812194824,196.22775268554688,0.7725298854544184,12.0,0.0,24.0,4.0,0.15384615384615385,6.0,0.0,0.6931471805599453,0.0,182.36480907434796,32.0,112.0,0.0001820773736274919,agglo,12.0,,,,,,,,ward,,,,
9,TrialState.COMPLETE,179.48921398157452,7,64,32,0.00754548701405705,0.3952924609184265,193.35215759277344,0.7711738991292212,11.0,0.0,24.0,4.0,0.15384615384615385,6.0,0.0,0.6931471805599453,0.0,179.48921398157452,8.0,78.0,0.00014393910893270912,agglo,11.0,,,,,,,,ward,,,,
23,TrialState.COMPLETE,157.92076511504357,4,256,32,0.005928351547931135,0.35836103558540344,169.67649841308594,0.744300251699113,11.0,0.0,27.0,5.0,0.17307692307692307,5.4,0.0,0.5877866649021191,0.0,157.92076511504357,32.0,124.0,0.00026905448457790565,agglo,11.0,,,,,,,,ward,,,,
229,TrialState.COMPLETE,154.17413381256588,3,256,32,0.007638484671172682,0.39564159512519836,172.0504913330078,0.753667105823672,12.0,0.0,22.0,3.0,0.14102564102564102,7.333333333333333,0.0,0.8938178760220964,0.0,154.17413381256588,32.0,144.0,0.00011297077102244229,agglo,12.0,,,,,,,,ward,,,,
250,TrialState.COMPLETE,151.1705840320263,2,64,32,0.007699638664939423,0.3665821850299835,158.83042907714844,0.7742736966177298,12.0,0.0,22.0,5.0,0.14102564102564102,4.4,0.0,0.3829922522561059,0.0,151.1705840320263,16.0,115.0,0.00011774577333902936,agglo,12.0,,,,,,,,ward,,,,
46,TrialState.COMPLETE,151.13853855657692,3,256,32,0.013517277903103612,0.43813031911849976,263.98309326171875,0.6084668952896135,12.0,0.0,31.0,2.0,0.1987179487179487,15.5,0.0,1.6422277352570913,1.0,151.13853855657692,32.0,81.0,0.0001289133115740416,spectral,12.0,,,,,,,,,,rbf,,5.4289431855433135
184,TrialState.COMPLETE,147.53048554987998,8,128,64,0.007385977140907761,0.36761757731437683,169.5027313232422,0.7370820732990885,12.0,0.0,27.0,3.0,0.17307692307692307,9.0,0.0,1.0986122886681098,0.0,147.53048554987998,32.0,109.0,0.00014165847786170156,agglo,12.0,,,,,,,,ward,,,,
231,TrialState.COMPLETE,146.0646024358687,3,512,32,0.007253621391583898,0.37256887555122375,155.2552490234375,0.8132368837547442,12.0,0.0,19.0,4.0,0.12179487179487179,4.75,0.0,0.45953232937844013,0.0,146.0646024358687,32.0,84.0,0.00010609812464175162,agglo,12.0,,,,,,,,ward,,,,
137,TrialState.COMPLETE,145.47961220256764,3,256,32,0.007442945345956893,0.3826494812965393,158.49136352539062,0.7767072408558501,12.0,0.0,23.0,4.0,0.14743589743589744,5.75,0.0,0.6505875661411494,0.0,145.47961220256764,32.0,115.0,0.0001393785055205714,agglo,12.0,,,,,,,,ward,,,,
281,TrialState.COMPLETE,143.2365043593538,3,256,32,0.007607436715197213,0.36627039313316345,158.70030212402344,0.7960514831546045,12.0,0.0,26.0,4.0,0.16666666666666666,6.5,0.0,0.7731898882334817,0.0,143.2365043593538,32.0,123.0,0.0001289019656866253,birch,12.0,,,0.4215941340122852,46.0,,,,,,,,
132,TrialState.COMPLETE,143.11578686105742,5,128,32,0.008549915819396616,0.3600839078426361,166.5172119140625,0.7410028785457919,12.0,0.0,29.0,3.0,0.1858974358974359,9.666666666666666,0.0,1.1700712526502546,0.0,143.11578686105742,32.0,94.0,0.00011199925733680899,agglo,12.0,,,,,,,,ward,,,,
239,TrialState.COMPLETE,141.01304137488276,3,256,32,0.006986945764455991,0.3906117081642151,153.13575744628906,0.71088026265355,12.0,0.0,22.0,4.0,0.14102564102564102,5.5,0.0,0.6061358035703155,0.0,141.01304137488276,32.0,130.0,0.0001436394777807517,agglo,12.0,,,,,,,,ward,,,,
283,TrialState.COMPLETE,140.29805879037528,3,256,32,0.006105834319292779,0.3635449707508087,148.84693908691406,0.8109981481328509,12.0,0.0,23.0,5.0,0.14743589743589744,4.6,0.0,0.42744401482693956,0.0,140.29805879037528,32.0,113.0,0.00031871194721797523,agglo,12.0,,,,,,,,ward,,,,
121,TrialState.COMPLETE,140.26740538855464,4,256,32,0.00534222140310194,0.4002007842063904,152.39012145996094,0.6995460230599554,12.0,0.0,22.0,4.0,0.14102564102564102,5.5,0.0,0.6061358035703155,0.0,140.26740538855464,16.0,116.0,0.0046920768570499075,kmeans,12.0,,,,,,,,,,,,
273,TrialState.COMPLETE,138.44233498088795,3,256,32,0.007616262704454726,0.3683128356933594,151.45408630371094,0.7400867075855789,11.0,0.0,23.0,4.0,0.14743589743589744,5.75,0.0,0.6505875661411494,0.0,138.44233498088795,32.0,126.0,0.00011949731654596138,agglo,11.0,,,,,,,,ward,,,,
224,TrialState.COMPLETE,137.73656737585932,3,256,32,0.006983627139197816,0.382975697517395,149.85928344726562,0.7328359574001976,12.0,0.0,22.0,4.0,0.14102564102564102,5.5,0.0,0.6061358035703155,0.0,137.73656737585932,32.0,114.0,0.0001529423245408601,agglo,12.0,,,,,,,,ward,,,,
113,TrialState.COMPLETE,136.25570439262435,4,256,32,0.006932012981744918,0.36752501130104065,145.65577697753906,0.7878805290392882,11.0,0.0,24.0,5.0,0.15384615384615385,4.8,0.0,0.47000362924573547,0.0,136.25570439262435,32.0,111.0,0.00011571641825832736,gmm,11.0,spherical,0.0001428367763017526,,,,,,,,,,
129,TrialState.COMPLETE,132.19633278362232,3,256,32,0.00656913165775546,0.3619101941585541,145.2080841064453,0.7904442535292565,12.0,0.0,23.0,4.0,0.14743589743589744,5.75,0.0,0.6505875661411494,0.0,132.19633278362232,32.0,122.0,0.0001864056744963017,gmm,12.0,diag,0.00018206912957299557,,,,,,,,,,
244,TrialState.COMPLETE,130.94715675227317,11,256,32,0.006736654054215626,0.3541322946548462,133.0543670654297,0.8091150928668159,7.0,0.0,30.0,9.0,0.19230769230769232,3.3333333333333335,0.0,0.10536051565782635,0.0,130.94715675227317,32.0,92.0,0.0001669116407413221,agglo,7.0,,,,,,,,ward,,,,
242,TrialState.COMPLETE,126.19816442399006,10,256,32,0.006816076796237536,0.351123183965683,147.4156036376953,0.826798962047458,12.0,0.0,26.0,3.0,0.16666666666666666,8.666666666666666,0.0,1.0608719606852626,0.0,126.19816442399006,32.0,106.0,0.0001541161793482734,agglo,12.0,,,,,,,,ward,,,,
219,TrialState.COMPLETE,125.62793807517411,3,256,32,0.006560282221124786,0.34852415323257446,141.09173583984375,0.8398839312213093,12.0,0.0,26.0,4.0,0.16666666666666666,6.5,0.0,0.7731898882334817,0.0,125.62793807517411,32.0,179.0,0.00012089454483354427,agglo,12.0,,,,,,,,complete,manhattan,,,
130,TrialState.COMPLETE,124.05101169478282,10,256,64,0.00861958852070212,0.3745793104171753,146.7506103515625,0.8051350130665429,11.0,0.0,28.0,3.0,0.1794871794871795,9.333333333333334,0.0,1.1349799328389845,0.0,124.05101169478282,32.0,76.0,0.00010081758897153945,kmeans,11.0,,,,,,,,,,,,
53,TrialState.COMPLETE,116.95417140480396,12,128,32,0.006456322798089061,0.3412976861000061,137.7832489013672,0.8992986867876775,4.0,0.0,68.0,8.0,0.4358974358974359,8.5,0.0,1.0414538748281612,0.0,116.95417140480396,16.0,125.0,0.00014967877765826874,agglo,4.0,,,,,,,,ward,,,,
247,TrialState.COMPLETE,114.52135527670862,6,256,32,0.006407336995993679,0.34607359766960144,226.71011352539062,0.8366340107124218,12.0,0.0,30.0,2.0,0.19230769230769232,15.0,0.0,1.6094379124341003,1.0,114.52135527670862,16.0,97.0,0.00012525839156363321,agglo,12.0,,,,,,,,ward,,,,
120,TrialState.COMPLETE,114.0200138472972,3,512,256,0.005405465262968959,0.34074637293815613,127.8829574584961,0.8735037538691374,11.0,0.0,24.0,4.0,0.15384615384615385,6.0,0.0,0.6931471805599453,0.0,114.0200138472972,32.0,147.0,0.00013773939232304222,kmeans,11.0,,,,,,,,,,,,
19,TrialState.COMPLETE,106.75396923059797,5,256,32,0.0073872126703865065,0.31695106625556946,120.61691284179688,0.9651695700446697,12.0,0.0,24.0,4.0,0.15384615384615385,6.0,0.0,0.6931471805599453,0.0,106.75396923059797,16.0,76.0,0.00010527266131523282,gmm,12.0,tied,1.0427910473640906e-06,,,,,,,,,,
3,TrialState.COMPLETE,97.4063500783929,5,64,64,0.012572113425764727,0.3151003420352936,114.706298828125,0.8619688858984261,5.0,0.0,57.0,8.0,0.36538461538461536,7.125,0.0,0.8649974374866045,0.0,97.4063500783929,32.0,54.0,0.000215262809722153,birch,5.0,,,0.8597745164215478,31.0,,,,,,,,
42,TrialState.COMPLETE,89.71208569997077,5,128,32,0.0031707923607186025,0.2747384011745453,106.65804290771484,1.0336569741550874,11.0,0.0,28.0,4.0,0.1794871794871795,7.0,0.0,0.8472978603872037,0.0,89.71208569997077,8.0,157.0,0.00047162746925206935,agglo,11.0,,,,,,,,ward,,,,
25,TrialState.COMPLETE,87.6582376532566,3,512,32,0.013905330717615677,0.3504684567451477,200.50279235839844,0.7530955941248209,10.0,0.0,31.0,2.0,0.1987179487179487,15.5,0.0,1.6422277352570913,1.0,87.6582376532566,32.0,43.0,0.00010036280915933974,agglo,10.0,,,,,,,,ward,,,,
47,TrialState.COMPLETE,85.47407308548365,8,256,32,0.0025214095605536513,0.285369873046875,103.12185668945312,1.0209792867369822,11.0,0.0,29.0,4.0,0.1858974358974359,7.25,0.0,0.8823891801984737,0.0,85.47407308548365,8.0,193.0,0.0001238787886831904,agglo,11.0,,,,,,,,ward,,,,
8,TrialState.COMPLETE,83.75348663330078,9,64,64,0.0036555969482185845,0.2908952534198761,83.75348663330078,0.949438494414317,5.0,0.0,50.0,19.0,0.32051282051282054,2.6315789473684212,0.0,0.0,0.0,83.75348663330078,8.0,174.0,0.00035074840789944736,spectral,5.0,,,,,,,,,,nearest_neighbors,11.0,
51,TrialState.COMPLETE,81.18151640280699,3,512,32,0.006572015079002565,0.3097649812698364,116.2840805053711,1.0645286138886358,3.0,0.0,71.0,42.0,0.4551282051282051,1.6904761904761905,1.0,0.00512820512820511,0.0,81.18151640280699,32.0,111.0,0.00012014508975494344,agglo,3.0,,,,,,,,ward,,,,
7,TrialState.COMPLETE,74.79347229003906,9,64,32,0.004515550324183001,0.20855312049388885,74.79347229003906,1.0642764476975497,5.0,0.0,39.0,18.0,0.25,2.1666666666666665,0.0,0.0,0.0,74.79347229003906,16.0,80.0,0.0006995363653959083,spectral,5.0,,,,,,,,,,nearest_neighbors,4.0,
133,TrialState.COMPLETE,70.90845685376375,4,256,256,0.005214940344525256,0.27975010871887207,96.434326171875,0.7726600910347009,11.0,0.0,43.0,4.0,0.27564102564102566,10.75,0.0,1.2762934659055623,0.0,70.90845685376375,16.0,103.0,0.0001234222155673367,birch,11.0,,,0.7802076912732133,57.0,,,,,,,,
262,TrialState.COMPLETE,70.6648941040039,9,512,32,0.002876529195671292,0.2702800929546356,70.6648941040039,1.0224098558275674,12.0,0.0,17.0,6.0,0.10897435897435898,2.8333333333333335,0.0,0.0,0.0,70.6648941040039,8.0,109.0,0.00013469122246159693,spectral,12.0,,,,,,,,,,nearest_neighbors,8.0,
24,TrialState.COMPLETE,53.46317697012191,6,256,32,0.006932422142732662,0.35435813665390015,157.54263305664062,0.7699448247516423,12.0,0.0,20.0,2.0,0.1282051282051282,10.0,0.0,1.2039728043259361,1.0,53.46317697012191,32.0,96.0,0.00015270898579701107,agglo,12.0,,,,,,,,ward,,,,
264,TrialState.COMPLETE,50.236322441047186,7,256,128,0.0027124018420324534,0.23586991429328918,64.0992660522461,1.0942943104916385,12.0,0.0,24.0,4.0,0.15384615384615385,6.0,0.0,0.6931471805599453,0.0,50.236322441047186,8.0,105.0,0.00016104578382911185,agglo,12.0,,,,,,,,ward,,,,
2,TrialState.COMPLETE,48.59257318008046,8,128,128,0.003929440901294294,0.2557322084903717,79.40147399902344,0.9570315332656119,9.0,0.0,42.0,3.0,0.2692307692307692,14.0,0.0,1.540445040947149,0.0,48.59257318008046,16.0,137.0,0.00019485671251272575,gmm,9.0,diag,0.004337920697490943,,,,,,,,,,
182,TrialState.COMPLETE,44.927700285551595,4,128,64,0.008268092670076634,0.36097991466522217,149.0071563720703,0.7978644966802929,11.0,0.0,20.0,2.0,0.1282051282051282,10.0,0.0,1.2039728043259361,1.0,44.927700285551595,32.0,99.0,0.00010992465141260341,agglo,11.0,,,,,,,,ward,,,,
18,TrialState.COMPLETE,37.77350863522197,16,512,256,0.001891396329286633,0.21918076276779175,56.09932327270508,1.1576381929874127,10.0,0.0,30.0,4.0,0.19230769230769232,7.5,0.0,0.9162907318741551,0.0,37.77350863522197,32.0,122.0,0.00039184757992920694,birch,10.0,,,0.16312960252948205,100.0,,,,,,,,
35,TrialState.COMPLETE,19.55192642723614,6,512,256,0.00520573794273292,0.33134832978248596,128.09425354003906,0.8073899994965555,11.0,0.0,25.0,2.0,0.16025641025641027,12.5,0.0,1.4271163556401458,1.0,19.55192642723614,32.0,85.0,0.00012528534814042436,gmm,11.0,spherical,0.007408747967033463,,,,,,,,,,
33,TrialState.COMPLETE,17.87773762105651,4,256,32,0.004777335638247147,0.3103942275047302,120.93132781982422,0.9269648240336187,12.0,0.0,19.0,2.0,0.12179487179487179,9.5,0.0,1.1526795099383853,1.0,17.87773762105651,16.0,132.0,0.00019772840066455634,agglo,12.0,,,,,,,,ward,,,,
58,TrialState.COMPLETE,15.413027349108773,16,256,32,0.006958515002542325,0.3369983732700348,130.68479919433594,0.8283584721942586,11.0,0.0,35.0,2.0,0.22435897435897437,17.5,0.0,1.7635885922613586,1.0,15.413027349108773,32.0,113.0,0.00010016649185111552,agglo,11.0,,,,,,,,complete,manhattan,,,
111,TrialState.COMPLETE,14.546489024073807,3,64,64,0.010627949129265827,0.32474565505981445,129.23851013183594,0.8249847019151403,10.0,0.0,34.0,2.0,0.21794871794871795,17.0,0.0,1.7346010553881064,1.0,14.546489024073807,32.0,91.0,0.00014482069799881013,birch,10.0,,,1.4866550530355418,59.0,,,,,,,,
214,TrialState.COMPLETE,4.708170403671716,3,256,32,0.008421878107166292,-0.06198301166296005,14.108242988586426,4.044031675654329,12.0,0.0,24.0,5.0,0.15384615384615385,4.8,0.0,0.47000362924573547,0.0,4.708170403671716,32.0,111.0,0.00014806523113503265,agglo,12.0,,,,,,,,average,cosine,,,
263,TrialState.PRUNED,0.019828368455935746,3,256,32,,,,,,,,,,,,,,,8.0,101.0,0.003848000828865632,agglo,,,,,,,,,,,,,
185,TrialState.COMPLETE,-31.449710052583782,3,128,64,0.004904155622832778,0.39525067806243896,332.4947814941406,0.7507433924601741,12.0,0.0,27.0,1.0,0.17307692307692307,27.0,0.0,2.1972245773362196,4.0,-31.449710052583782,16.0,114.0,0.0006473906365091956,agglo,12.0,,,,,,,,ward,,,,
37,TrialState.COMPLETE,-32.89805542885779,7,256,64,0.0029225334176824808,0.2908746898174286,79.29070281982422,0.9930739342559752,12.0,0.0,30.0,2.0,0.19230769230769232,15.0,0.0,1.6094379124341003,1.0,-32.89805542885779,8.0,129.0,0.00020168367608224238,agglo,12.0,,,,,,,,complete,manhattan,,,
186,TrialState.COMPLETE,-41.04314513532546,2,128,64,0.015440870114651378,0.2675522565841675,333.11785888671875,3.962897536175484,8.0,0.0,45.0,1.0,0.28846153846153844,45.0,0.0,2.70805020110221,4.0,-41.04314513532546,32.0,87.0,0.00010716939269563479,spectral,8.0,,,,,,,,,,rbf,,0.027829914471585067
29,TrialState.COMPLETE,-55.783574685207824,3,256,128,0.0030463847301358867,0.2420244961977005,63.13462829589844,1.1022002149931869,9.0,0.0,42.0,2.0,0.2692307692307692,21.0,0.0,1.9459101490553132,1.0,-55.783574685207824,32.0,136.0,0.001054386198800005,gmm,9.0,full,2.270276876074811e-05,,,,,,,,,,
26,TrialState.COMPLETE,-56.189131270897036,4,256,256,0.0035911045211383438,0.26920709013938904,69.52642822265625,0.8534596726994174,11.0,0.0,59.0,2.0,0.3782051282051282,29.5,0.0,2.2857779746776643,1.0,-56.189131270897036,16.0,140.0,0.00015556758349312872,agglo,11.0,,,,,,,,average,euclidean,,,
225,TrialState.COMPLETE,-135.94520146898395,2,256,32,0.015622545380160224,-0.560101330280304,3.149726152420044,19.281678966099744,11.0,0.0,97.0,2.0,0.6217948717948718,48.5,0.0,2.9547463810701995,1.0,-135.94520146898395,32.0,101.0,0.00013177894921033749,spectral,11.0,,,,,,,,,,nearest_neighbors,2.0,
292,TrialState.COMPLETE,-141.29209868001027,3,64,32,0.012396928496972865,0.43030694127082825,230.51324462890625,0.6953112704298556,12.0,0.0,40.0,1.0,0.2564102564102564,40.0,0.0,2.5902671654458267,4.0,-141.29209868001027,32.0,115.0,0.0001325112443715876,agglo,12.0,,,,,,,,complete,manhattan,,,
223,TrialState.COMPLETE,-148.40752383671932,2,256,32,0.014458472593079488,0.4045092761516571,232.1629180908203,0.3465273734076962,12.0,0.0,62.0,1.0,0.3974358974358974,62.0,0.0,3.028522096376982,4.0,-148.40752383671932,16.0,90.0,0.0001249901412218536,agglo,12.0,,,,,,,,single,euclidean,,,
114,TrialState.COMPLETE,-286.3774325245357,15,256,32,0.004186486687938871,0.3308292031288147,91.05615997314453,0.6025402134207996,12.0,0.0,53.0,1.0,0.33974358974358976,53.0,0.0,2.8716796248840124,4.0,-286.3774325245357,32.0,142.0,0.0002906569155172687,agglo,12.0,,,,,,,,average,euclidean,,,
174,TrialState.COMPLETE,-288.1807946552535,2,256,32,0.012647805742629716,0.32059919834136963,103.7641372680664,0.3501481053737812,11.0,0.0,94.0,1.0,0.6025641025641025,94.0,0.0,3.5972465961659967,4.0,-288.1807946552535,8.0,96.0,0.00011072608469935531,agglo,11.0,,,,,,,,single,manhattan,,,
28,TrialState.COMPLETE,-314.1217268373737,6,256,128,0.0038589678961515337,0.19827647507190704,61.330047607421875,0.8503736845501114,12.0,0.0,48.0,1.0,0.3076923076923077,48.0,0.0,2.772588722239781,4.0,-314.1217268373737,32.0,106.0,0.00035398283681773395,spectral,12.0,,,,,,,,,,rbf,,0.03432261604614803
5,TrialState.COMPLETE,-315.1194585002671,13,128,32,0.0024135565946747243,0.25494423508644104,55.66001892089844,0.8936137342036276,12.0,0.0,38.0,1.0,0.24358974358974358,38.0,0.0,2.538973871058276,4.0,-315.1194585002671,8.0,186.0,0.0002651795441046286,agglo,12.0,,,,,,,,average,manhattan,,,
173,TrialState.COMPLETE,-348.2605230907716,3,256,128,0.007141747744672103,-0.041660889983177185,17.113147735595703,3.088983053310774,12.0,0.0,29.0,1.0,0.1858974358974359,29.0,0.0,2.268683541318364,4.0,-348.2605230907716,32.0,106.0,0.00010028131962762138,agglo,12.0,,,,,,,,complete,cosine,,,
15,TrialState.COMPLETE,-359.8338934772945,5,256,32,0.005611926045820815,0.020418506115674973,17.599699020385742,1.5471156607662064,7.0,0.0,53.0,1.0,0.33974358974358976,53.0,0.0,2.8716796248840124,4.0,-359.8338934772945,32.0,146.0,0.0005469850105429569,agglo,7.0,,,,,,,,complete,cosine,,,
124,TrialState.COMPLETE,-371.78114659230516,3,64,32,0.0195358116821224,0.0,1.0,0.0,10.0,0.0,42.0,1.0,0.2692307692307692,42.0,0.0,2.6390573296152584,4.0,-371.78114659230516,8.0,139.0,0.001190716202496318,spectral,10.0,,,,,,,,,,rbf,,7.593078039292572
40,TrialState.COMPLETE,-376.76063128574174,4,128,128,0.014331509133930963,0.245278999209404,23.401573181152344,1.7646135552983968,10.0,0.0,120.0,1.0,0.7692307692307693,120.0,0.0,4.008110223344706,4.0,-376.76063128574174,32.0,66.0,0.00010097933989555588,agglo,10.0,,,,,,,,single,cosine,,,
52,TrialState.COMPLETE,-386.30135270470197,2,256,256,0.019948091732887724,0.0,1.0,0.0,9.0,0.0,81.0,1.0,0.5192307692307693,81.0,0.0,3.3650676352350986,4.0,-386.30135270470197,8.0,85.0,0.0007702752808684967,spectral,9.0,,,,,,,,,,nearest_neighbors,15.0,
110,TrialState.COMPLETE,-391.5262051469455,4,256,32,0.006698189893109161,-0.015679016709327698,10.093464851379395,4.239620694330772,12.0,0.0,125.0,1.0,0.8012820512820513,125.0,0.0,4.080983499916242,4.0,-391.5262051469455,32.0,103.0,0.0001724312804406049,agglo,12.0,,,,,,,,single,cosine,,,
253,TrialState.COMPLETE,-393.0654891016957,3,256,64,0.004592734923588932,-0.27944934368133545,4.383638381958008,2.2398304431975613,12.0,0.0,111.0,1.0,0.7115384615384616,111.0,0.0,3.872456374182686,4.0,-393.0654891016957,32.0,111.0,0.0009172828656674475,agglo,12.0,,,,,,,,single,cosine,,,
279,TrialState.COMPLETE,-404.8372593919352,2,256,32,0.015616673154269298,-0.7849140167236328,2.314913272857666,2.041562836493521,12.0,0.0,145.0,1.0,0.9294871794871795,145.0,0.0,4.357608633239644,4.0,-404.8372593919352,32.0,119.0,0.00011953191262072234,agglo,12.0,,,,,,,,average,cosine,,,
230,TrialState.COMPLETE,-406.1521726647929,2,256,32,0.019527801938320242,0.0,1.0,0.0,12.0,0.0,145.0,1.0,0.9294871794871795,145.0,0.0,4.357608633239644,4.0,-406.1521726647929,32.0,109.0,0.00044736127635192893,agglo,12.0,,,,,,,,ward,,,,
48,TrialState.COMPLETE,-406.1521726647929,2,256,32,0.01958259334461897,0.0,1.0,0.0,12.0,0.0,145.0,1.0,0.9294871794871795,145.0,0.0,4.357608633239644,4.0,-406.1521726647929,32.0,71.0,0.00023964755265923254,agglo,12.0,,,,,,,,ward,,,,
45,TrialState.COMPLETE,-406.1521726647929,2,256,32,0.019572691112281198,0.0,1.0,0.0,12.0,0.0,145.0,1.0,0.9294871794871795,145.0,0.0,4.357608633239644,4.0,-406.1521726647929,32.0,97.0,0.00017598713755504538,agglo,12.0,,,,,,,,ward,,,,
57,TrialState.COMPLETE,-406.1521726647929,2,256,32,0.019548724263000368,0.0,1.0,0.0,12.0,0.0,145.0,1.0,0.9294871794871795,145.0,0.0,4.357608633239644,4.0,-406.1521726647929,32.0,99.0,0.00021983707919334672,agglo,12.0,,,,,,,,average,euclidean,,,
191,TrialState.COMPLETE,-406.1521726647929,3,512,256,0.019541319392208427,0.0,1.0,0.0,12.0,0.0,145.0,1.0,0.9294871794871795,145.0,0.0,4.357608633239644,4.0,-406.1521726647929,32.0,92.0,0.00010009175149077281,agglo,12.0,,,,,,,,ward,,,,
