date,Ticker,Open,High,Low,Close,Volume
2008-01-02,SBUX,7.574753185126359,7.582275456017152,7.251303427817816,7.2625861167907715,45448600.0
2008-01-03,SBUX,7.262582177981481,7.296431661268794,6.95041527894737,7.033158779144287,47940200.0
2008-01-04,SBUX,6.946654100435807,6.972982034103867,6.769885135698741,6.8112568855285645,40105800.0
2008-01-07,SBUX,6.882717203473717,7.074530727814846,6.811257811604564,6.912805557250977,50480800.0
2008-01-08,SBUX,7.589795317306615,7.901962286535716,7.458158487962606,7.469441890716553,126297600.0
2008-01-09,SBUX,7.522095252955998,7.58603309130064,7.153512757728252,7.318998336791992,48409600.0
2008-01-10,SBUX,7.311477321739921,7.706387064471806,7.21368999021252,7.638688087463379,45485000.0
2008-01-11,SBUX,7.5108125416097735,7.548423164801248,7.341565813292593,7.443114280700684,36160800.0
2008-01-14,SBUX,7.484485838246116,7.507051926776588,7.3077168295918895,7.352849006652832,23197400.0
2008-01-15,SBUX,7.243778032942227,7.296432471743319,7.078291731529319,7.085813999176025,29007200.0
2008-01-16,SBUX,7.13846854948826,7.435591669908231,7.085814109864645,7.258821964263916,33159800.0
2008-01-17,SBUX,7.247539869800785,7.326521535663904,7.149752532996689,7.164796352386475,23452200.0
2008-01-18,SBUX,7.0519678847360385,7.2776310005202465,6.916569871792861,7.018118381500244,39570200.0
2008-01-22,SBUX,6.690905804459408,7.097099024608906,6.642011770930779,7.021877765655518,43731800.0
2008-01-23,SBUX,6.8150203036417025,7.593557240473103,6.811259168999633,7.5108137130737305,52041600.0
2008-01-24,SBUX,7.559709298465935,7.7026288573981265,7.492010295732655,7.691346168518066,41792800.0
2008-01-25,SBUX,7.7590417519727914,7.777847422496281,7.322760238909551,7.394220352172852,35492000.0
2008-01-28,SBUX,7.315238688063135,7.446874794912663,7.206167951115836,7.394220352172852,27001400.0
2008-01-29,SBUX,7.469442666737128,7.661256229304196,7.394221408621895,7.5108137130737305,21244200.0
2008-01-30,SBUX,7.522098004180885,7.59355813608229,7.127188145906655,7.22873592376709,45354600.0
2008-01-31,SBUX,6.833826438130367,7.213692494138563,6.799976937876741,7.1121439933776855,87545200.0
2008-02-01,SBUX,7.134709698714829,7.266346557260628,7.010595110340371,7.22873592376709,31496400.0
2008-02-04,SBUX,7.270107938019208,7.2776302084447435,7.157276751088949,7.217453479766846,20983600.0
2008-02-05,SBUX,7.108381092544937,7.1911246136638285,6.957939305096536,6.961700439453125,30507400.0
2008-02-06,SBUX,7.033162089382413,7.10838264080875,6.777410636333863,6.826303958892822,29147200.0
2008-02-07,SBUX,6.7736474043648585,7.059487132974444,6.7736474043648585,6.969222068786621,24914000.0
2008-02-08,SBUX,6.942892476775467,7.059485451269309,6.830061352759972,6.867671966552734,21868400.0
2008-02-11,SBUX,6.856392392355697,6.9692242966823805,6.751083475819955,6.965463161468506,21100400.0
2008-02-12,SBUX,6.99178979400774,7.240018958037105,6.965462567120252,7.036921977996826,27547600.0
2008-02-13,SBUX,7.104621498189956,7.1911261724162365,6.98802917731521,7.089577674865723,21567200.0
2008-02-14,SBUX,7.089575202098901,7.104619020176014,6.803735485004421,6.837584972381592,33469800.0
2008-02-15,SBUX,6.815022260054977,6.905287365288139,6.7962165814460125,6.878960132598877,20662400.0
2008-02-19,SBUX,6.965463020862889,7.0143563429299185,6.784932838420227,6.807498931884766,19257000.0
2008-02-20,SBUX,6.796211872082766,6.8789553658994,6.76988465763667,6.867671966552734,24022800.0
2008-02-21,SBUX,6.867672550034599,6.931610383705657,6.675859049021427,6.705947399139404,30105000.0
2008-02-22,SBUX,6.739798963840071,6.863913536071777,6.68714451421543,6.863913536071777,23209400.0
2008-02-25,SBUX,6.8639138840340275,6.965462371197842,6.7736488012316745,6.957940101623535,21662600.0
2008-02-26,SBUX,6.894001298393864,7.221212806317652,6.863912941590999,7.168557643890381,28534000.0
2008-02-27,SBUX,7.127186049269519,7.270105553665874,7.048203670431383,7.161035537719727,24853600.0
2008-02-28,SBUX,7.108382296984607,7.127187971953972,6.961701619039317,6.984267711639404,20939000.0
2008-02-29,SBUX,6.905286079384007,6.957940534957203,6.74356086027987,6.762365818023682,27282600.0
2008-03-03,SBUX,6.777408781586042,6.833824359057553,6.698426399235537,6.713470935821533,21872400.0
2008-03-04,SBUX,6.6946624932766765,6.769883710336604,6.630724673984545,6.732273101806641,24785200.0
2008-03-05,SBUX,6.769884898761212,6.935371174925852,6.766123765511695,6.822539329528809,20355800.0
2008-03-06,SBUX,6.7698876040656435,6.845108864389392,6.585596305371873,6.61944580078125,31514000.0
2008-03-07,SBUX,6.581834456642676,6.649533440117656,6.4088265809737495,6.431392669677734,27801000.0
2008-03-10,SBUX,6.438913285815301,6.499089985156887,6.307276486994516,6.318559169769287,24145400.0
2008-03-11,SBUX,6.405066421154431,6.675861678892585,6.378738476737145,6.67210054397583,27657000.0
2008-03-12,SBUX,6.672101851570262,6.811261001309986,6.604402844527329,6.623208522796631,25828000.0
