date,Ticker,Open,High,Low,Close,Volume
2008-01-02,PWR,25.5981555489984,26.265336594742067,25.25475331999603,25.4902286529541,1780600.0
2008-01-03,PWR,25.401923738497082,25.500038922884855,24.852481325873654,24.98984146118164,2534700.0
2008-01-04,PWR,24.705311609727975,24.705311609727975,23.331704524338814,23.41019630432129,3255200.0
2008-01-07,PWR,23.469062183896945,23.469062183896945,21.339970772226085,21.546010971069336,9260200.0
2008-01-08,PWR,21.604884080725878,22.93924437670654,21.428277103115807,22.301498413085938,7408800.0
2008-01-09,PWR,22.183756968662184,22.782255978539286,21.89922314924235,22.63508415222168,4588300.0
2008-01-10,PWR,22.566404815096845,23.272830726912026,22.311306101315743,23.037355422973633,4219700.0
2008-01-11,PWR,22.59583672371539,23.341509349411766,22.52715479901126,22.958860397338867,2671800.0
2008-01-14,PWR,23.05697767459535,23.174716256345864,22.31130498055212,22.831314086914062,2224000.0
2008-01-15,PWR,22.527154838815704,22.64489340998258,21.859975840173746,22.16413116455078,2266400.0
2008-01-16,PWR,22.026770552658874,22.674328000751938,20.358818415818526,20.407875061035156,4946700.0
2008-01-17,PWR,20.50599852521558,20.6139254340583,19.04408782345504,19.181447982788086,4799400.0
2008-01-18,PWR,19.220689634224602,19.65239528190921,18.65162386420952,19.102951049804688,3495900.0
2008-01-22,PWR,18.7889821309646,19.956548669640227,18.033497789975016,19.652393341064453,4116100.0
2008-01-23,PWR,19.210882294395116,20.31957897237465,18.347472674245648,20.11353874206543,4349400.0
2008-01-24,PWR,20.329387312844847,20.545241085682083,19.897683509953236,20.280330657958984,2608400.0
2008-01-25,PWR,20.56486417636071,20.89845469464903,19.672019516057148,19.868249893188477,2142600.0
2008-01-28,PWR,19.711264733704507,20.49618243548117,19.613149553134573,20.46674919128418,2457400.0
2008-01-29,PWR,20.66297873079518,20.761093916349765,19.82900246066849,20.5550537109375,2410700.0
2008-01-30,PWR,21.192799572962574,22.00715243027858,20.613922037731637,21.222232818603516,4597800.0
2008-01-31,PWR,20.93769585677595,21.771671926977543,20.55504878337389,21.50676155090332,3444800.0
2008-02-01,PWR,21.65394044645131,22.595843690351554,21.290916660902173,22.311309814453125,2696700.0
2008-02-04,PWR,22.22300255977912,22.429044619708456,21.496953240363634,21.70299530029297,1511500.0
2008-02-05,PWR,21.359591319634937,21.54600808272455,20.29995160854014,20.35881996154785,1905200.0
2008-02-06,PWR,20.299952266577947,20.78071455307278,19.966361803068676,20.093910217285156,1752900.0
2008-02-07,PWR,19.936926439824465,20.22146024923309,19.475787567883277,19.858434677124023,2554900.0
2008-02-08,PWR,19.593529356529856,20.45694084149486,19.240317268491197,20.299957275390625,1514300.0
2008-02-11,PWR,20.28032965886795,21.25166597460927,20.20183789208253,21.163362503051758,1454300.0
2008-02-12,PWR,20.810149776762852,21.26147886447924,20.12334724695644,20.398069381713867,4090200.0
2008-02-13,PWR,20.48636942809975,20.692411481339004,20.13315742044735,20.447124481201172,3009200.0
2008-02-14,PWR,20.515805270210567,21.163362823854037,20.476560321918633,20.849395751953125,1954100.0
2008-02-15,PWR,20.810150657288382,22.30149624383138,20.770905705743314,22.007152557373047,4020400.0
2008-02-19,PWR,22.281869282090614,23.65547792374352,22.124885758140206,23.155092239379883,3463300.0
2008-02-20,PWR,23.047163644038925,23.469057534925973,22.47809794436109,22.78225326538086,3050500.0
2008-02-21,PWR,25.431358193679262,25.431358193679262,23.017732954648842,23.979259490966797,5111300.0
2008-02-22,PWR,23.998885072889667,24.27360725402832,23.400385918518392,24.27360725402832,3150800.0
2008-02-25,PWR,24.293225119496466,25.244938022050903,24.136241586526484,24.754364013671875,2619800.0
2008-02-26,PWR,24.617010347452133,25.804198860872635,24.410968236762603,25.333248138427734,3520700.0
2008-02-27,PWR,25.02908613206501,25.12720130801908,24.40115200018508,24.754364013671875,2433400.0
2008-02-28,PWR,24.5777530670166,24.950590300621034,24.175482595395152,24.5777530670166,1851900.0
2008-02-29,PWR,24.352093027756304,24.48945314872596,23.223773203555282,23.429813385009766,2350700.0
2008-03-03,PWR,23.380758259799812,24.008692421096374,23.24339812986404,23.684913635253906,1647100.0
2008-03-04,PWR,23.488681039416047,23.940008171102217,22.4486629273381,22.841123580932617,3650200.0
2008-03-05,PWR,22.978488790719695,23.694726461251864,22.429046373595572,23.164907455444336,2730400.0
2008-03-06,PWR,23.08641453283136,23.312078137569074,22.59584050267559,22.654708862304688,1869000.0
2008-03-07,PWR,22.409417673111328,22.850934966568367,21.18298282616518,21.50676155090332,3169900.0
2008-03-10,PWR,21.496949559232927,21.683368177457897,20.604105152342694,20.721843719482422,3534000.0
2008-03-11,PWR,21.251665518263774,22.566403987231155,21.251665518263774,22.51734733581543,2538300.0
2008-03-12,PWR,22.595839860073593,22.83131516328472,21.575445008100676,21.70299530029297,2398400.0
2008-03-13,PWR,21.51657205409212,22.605646736278914,21.055431379671642,22.586023330688477,1840600.0
2008-03-14,PWR,22.527160592443543,22.684146017891823,21.28110386604245,21.37921905517578,2618800.0
2008-03-17,PWR,20.8690200086768,21.290913980436216,19.917305178040504,20.398069381713867,2519100.0
2008-03-18,PWR,20.986752423233916,22.28186731731973,20.986752423233916,22.24262237548828,1828200.0
2008-03-19,PWR,22.311312262047974,22.90981332777267,21.310540540427233,21.330163955688477,2591900.0
2008-03-20,PWR,21.251668598220874,22.291685104370117,21.03581668076094,22.291685104370117,1901300.0
2008-03-24,PWR,22.389793575439786,23.547548334649267,22.164130019699904,23.056974411010742,1368000.0
2008-03-25,PWR,23.272836790594152,23.655485896659798,22.71358256410419,23.390575408935547,1796300.0
2008-03-26,PWR,23.34151419334013,23.43962750621043,22.536971179506665,22.625274658203125,1462500.0
2008-03-27,PWR,22.713577526658092,23.439626876462302,22.487913918892882,22.6448974609375,1198100.0
