,WAPE,MAPE,MAE,RMSE
INTU,6.136393899473762,6.227027574167633,36.84480387369792,42.549033405015095
ISRG,8.171518091305057,8.020955231469728,46.91723429361979,51.88359831154378
ITW,1.206460353011706,1.2112540169188137,3.027346293131511,3.817813666584406
JNJ,2.7352848499060602,2.6783721260546898,3.966422526041667,4.999486601391665
JPM,7.390662600370974,7.19647138374066,18.985630798339837,21.910459338866765
KKR,5.252772452502516,5.176216232072693,7.994877115885417,9.641457587527883
KLAC,12.018270647831239,11.828101503105728,86.74658406575521,92.25393117018923
KMI,4.135957973955694,4.051073529119365,1.1212235768636065,1.3939436128148124
KO,2.2258266497130306,2.163274666459827,1.3680304209391279,2.014926738779655
LHX,2.6969212517001355,2.7286006287746,5.584461975097663,6.968133198229941
LLY,4.004066641001726,3.942345546142729,31.94070027669271,39.2677905192383
LMT,5.940675623461968,6.152730978680216,27.019764200846346,33.90640627718846
LOW,2.4892642733435295,2.443434579890942,6.261230468750003,8.100882085392163
LRCX,7.397484896224661,7.254269811089108,5.801876831054687,6.485605623504925
MA,3.6931658672478593,3.6311705230109426,19.86058349609375,23.385920141087052
MAR,2.4249224280126724,2.404358712662292,6.825276692708333,8.211318016018048
MCD,2.3597124644668312,2.3446834987528034,6.714515177408858,8.299253099616443
MCK,2.1854324059974353,2.172994865411824,12.920172119140625,14.221245159063955
MCO,3.261455595770879,3.205160015844223,15.804151407877606,19.52941060546474
MDLZ,4.5302768463234,4.582972508332901,2.573557662963867,2.884824996920137
MET,2.0651818597832947,2.0421556888534984,1.694775136311849,2.0651061006728466
META,10.301384051635091,9.881697506558256,67.754638671875,80.69277310214706
MMC,2.7118367851338894,2.65290394166146,5.854856363932285,7.505602613210849
MMM,10.006085911073301,9.718927052155802,14.19860610961914,16.141449062609666
MNST,8.072544800051585,8.209486489656218,3.9657990773518885,4.394612071302343
MO,1.5040478908341566,1.5177733137112743,0.7465563456217448,0.8928722246389283
MPLX,6.412421756920748,6.25810632154057,3.065511957804363,3.5619337351874245
MRK,5.630138158429387,6.041813947193921,5.163159179687499,7.635509715495708
MRVL,5.66307506734702,5.62636910243352,6.454297383626302,7.590246975112008
MS,5.2304710875218365,5.130050955409222,6.8579750061035165,7.681323152739227
MSFT,2.646665228550351,2.6414741941391475,11.106292724609368,13.082756624057293
MSI,1.3590887556595972,1.371069741803476,6.2757904052734315,8.776751761107159
MU,10.067715939350762,9.697198602739086,9.69662373860677,11.653886225040857
NDAQ,2.969636596959341,2.9283783644890318,2.345143127441406,2.713587778348159
NEE,4.449954614915592,4.5030414683899975,3.024840545654297,3.4769756626500032
