,WAPE,MAPE,MAE,RMSE
GD,2.952574853932718,3.0106480023560844,7.550814310709637,9.827168738456177
GE,11.380789469661869,10.919229125379685,21.730475870768228,25.373795888237368
GILD,3.015546003909459,2.917928236735766,2.783904774983724,3.9370219501126305
GLW,5.686438208342266,5.518712425684133,2.8254961649576824,3.4234123260533122
GM,8.112630470684378,8.374006706765076,4.0419867197672525,4.83362993977617
GOOG,2.866197874237541,2.8630159175460514,5.573321533203118,6.649912145880588
GS,6.834659483699831,6.664353540135629,41.658626302083334,47.48928263034332
HCA,3.473930110166419,3.390807280204559,10.967377726236977,13.875742462163295
HD,3.2686180205574082,3.220663031120928,12.95961608886719,15.063694045436659
HLT,2.9966952660457475,2.9144102260304297,7.580393981933597,10.087937586210913
HON,4.865102093049924,4.997904644514213,9.809335835774737,12.394376611039535
HOOD,22.193378387899244,20.96640988034827,10.972998174031575,12.495590453247974
HWM,9.849519652915662,9.631826960641309,12.118677012125652,13.351979057603693
IBKR,13.704593282391006,13.075536229783488,7.075102233886719,8.253413699608382
IBM,5.874198250387009,5.451264494364331,13.568491617838541,20.061665462425665
ICE,4.5689839692075775,4.447072812471015,7.057288106282552,8.564216961062598
IDXX,3.674886561016098,3.5452685227458876,16.037535603841146,21.577061975133535
INTC,5.086931193564254,5.013299553165154,1.037784830729166,1.2456305921879451
INTU,6.226257886241673,6.320402570677295,37.384375,43.45215043156769
ISRG,7.803818966875308,7.65533188133247,44.806068929036456,49.85190692875264
ITW,1.2330312416172928,1.2385921160160152,3.094020080566409,3.809345652732292
JNJ,2.8087544447347597,2.7509125777856798,4.072960408528646,5.097962093339146
