,WAPE,MAPE,MAE,RMSE
TJX,1.314446223329005,1.3064996435321865,1.5980234781901046,1.8786895702520605
TMO,5.9820044328148585,5.858237496195036,33.47941284179687,38.90852281720014
TMUS,5.605119517562813,5.334024307781412,12.695533243815097,16.630763113768893
TRV,1.5986763749931137,1.6128545106052508,3.8177902221679707,4.849108300453695
TSLA,8.013193227823354,8.547957638212672,31.299265543619793,42.958151239467185
TXN,3.2450400838298292,3.263121819830713,5.894384256998699,6.585105289603975
UBER,9.50171902052749,9.17165220538464,6.571325429280599,7.733220201008128
UNH,2.2916892244329774,2.2599178906230213,11.852782185872396,14.91904257582131
UNP,4.167862409390184,4.072952251865699,9.785891723632812,11.890207824725742
UPS,6.459367242331513,6.727223997905075,7.429783121744792,9.115618875267236
USB,2.041493277880034,2.047416253347444,0.9511497497558591,1.1531951171420873
V,4.803008942718164,4.654067152368545,15.801744588216145,19.58903952613855
VRT,9.97217979293144,9.560543255774363,12.362809499104818,15.394033626799159
VRTX,5.881549498722905,5.6487267963041585,25.852429199218758,32.413133112025555
VST,15.43569425075168,15.097440265565615,25.807135518391927,27.84053747303768
VZ,1.9022654849371508,1.9296070390255735,0.7146143595377606,0.8616941161430575
WBD,7.002978192327524,7.113726574753733,0.7101720174153646,0.7901123324937225
WDAY,3.1608994902234704,3.194943053336009,8.163697306315106,9.084675720307157
WDC,5.824553967993552,5.751684312774675,2.8627438863118493,3.1924071680918966
WELL,5.786686700682749,5.537986897224781,7.670082600911458,9.875711097077591
WFC,6.48724273304106,6.3296671345672015,4.864023590087891,5.5522204559417885
WM,4.858405409177998,4.730204921176483,10.286065673828121,12.474567131562289
WMB,3.255041637547544,3.183254196365797,1.7865844726562508,2.381555050129017
WMT,5.368021665471138,5.158305644377088,5.1282971700032585,6.655846538587406
XOM,1.109834793975464,1.1074605132834612,1.1689936319986975,1.4607625421764814
ZTS,2.322108830622385,2.2971007032020223,3.8664265950520833,4.738217961234471
