number,state,value,latent_dim,hidden1,hidden2,recon_mse,silhouette,calinski,log_calinski,davies,n_clusters_found,noise_ratio,largest_cluster_size,smallest_cluster_size,largest_share,size_ratio,penalty_small_k,penalty_imbalance,penalty_tiny_cluster,objective_value,batch_size,epochs,lr,algo,n_clusters,agglo_linkage,agglo_metric,birch_threshold,birch_branching_factor,dbscan_eps,dbscan_min_samples,dbscan_metric,gmm_covariance_type,gmm_reg_covar,spectral_affinity,spectral_gamma,spectral_n_neighbors
419,TrialState.COMPLETE,6.761827120247568,15,64,64,0.024184491485357285,0.5758242607116699,863.2197875976562,6.761827120247568,0.49219864336167624,7.0,0.0,36.0,14.0,0.225,2.5714285714285716,0.0,0.0,0.0,6.761827120247568,64.0,53.0,0.00016299570711955722,gmm,7.0,,,,,,,,spherical,0.005024437521902683,,,
271,TrialState.COMPLETE,6.7613146782958005,14,64,64,0.03398896008729935,0.5674277544021606,862.7770385742188,6.7613146782958005,0.4960450767541311,7.0,0.0,32.0,13.0,0.2,2.4615384615384617,0.0,0.0,0.0,6.7613146782958005,128.0,53.0,0.0001401251055303437,gmm,7.0,,,,,,,,spherical,2.0489821325767204e-06,,,
213,TrialState.COMPLETE,6.760678246184428,14,64,64,0.033220674842596054,0.5642439126968384,862.2274780273438,6.760678246184428,0.500091341372428,7.0,0.0,34.0,12.0,0.2125,2.8333333333333335,0.0,0.0,0.0,6.760678246184428,128.0,54.0,0.00013935632864696992,gmm,7.0,,,,,,,,spherical,3.203462648663439e-06,,,
225,TrialState.COMPLETE,6.758526194205765,14,64,64,0.03422892466187477,0.5638977885246277,860.3717651367188,6.758526194205765,0.508458634102672,7.0,0.0,32.0,12.0,0.2,2.6666666666666665,0.0,0.0,0.0,6.758526194205765,128.0,54.0,0.00013565175624494932,gmm,7.0,,,,,,,,spherical,1.971552056632748e-06,,,
422,TrialState.COMPLETE,6.758384822327868,15,64,64,0.02395676076412201,0.5645783543586731,860.25,6.758384822327868,0.5064202788024684,7.0,0.0,36.0,14.0,0.225,2.5714285714285716,0.0,0.0,0.0,6.758384822327868,64.0,54.0,0.00016238585379519494,gmm,7.0,,,,,,,,spherical,0.004868777320889457,,,
193,TrialState.COMPLETE,6.757968669098087,14,64,64,0.028981231153011322,0.5714007616043091,859.8916625976562,6.757968669098087,0.4951709166379496,7.0,0.0,37.0,14.0,0.23125,2.642857142857143,0.0,0.0,0.0,6.757968669098087,128.0,51.0,0.0001724985183112557,gmm,7.0,,,,,,,,spherical,7.911520604989746e-05,,,
733,TrialState.COMPLETE,6.753473955041881,14,64,64,0.03261873126029968,0.5693848729133606,856.0308837890625,6.753473955041881,0.49316868453331014,7.0,0.0,32.0,13.0,0.2,2.4615384615384617,0.0,0.0,0.0,6.753473955041881,128.0,47.0,0.00017076848656551576,gmm,7.0,,,,,,,,spherical,1.7961881953832763e-05,,,
846,TrialState.COMPLETE,6.7527542621348715,14,64,64,0.031995389610528946,0.5667744874954224,855.414306640625,6.7527542621348715,0.49997356271365956,7.0,0.0,36.0,12.0,0.225,3.0,0.0,0.0,0.0,6.7527542621348715,128.0,49.0,0.00016555450133607448,gmm,7.0,,,,,,,,spherical,4.145353373408387e-06,,,
893,TrialState.COMPLETE,6.752350517224314,14,64,64,0.03522157669067383,0.5698917508125305,855.068603515625,6.752350517224314,0.4846088955955213,7.0,0.0,32.0,13.0,0.2,2.4615384615384617,0.0,0.0,0.0,6.752350517224314,128.0,48.0,0.0001549417446812608,gmm,7.0,,,,,,,,spherical,3.7264119626183743e-06,,,
572,TrialState.COMPLETE,6.7519560242047625,15,64,64,0.027310946956276894,0.5689108371734619,854.73095703125,6.7519560242047625,0.4915689912146916,7.0,0.0,31.0,13.0,0.19375,2.3846153846153846,0.0,0.0,0.0,6.7519560242047625,64.0,48.0,0.00013497359093567004,gmm,7.0,,,,,,,,spherical,1.8475963567890402e-06,,,
915,TrialState.COMPLETE,6.749148007668343,14,64,64,0.037140246480703354,0.5685178637504578,852.3314208984375,6.749148007668343,0.48894208314987564,7.0,0.0,32.0,13.0,0.2,2.4615384615384617,0.0,0.0,0.0,6.749148007668343,128.0,48.0,0.0001474626043890138,gmm,7.0,,,,,,,,spherical,5.901482137964792e-05,,,
235,TrialState.COMPLETE,6.745659987333683,14,64,64,0.03543845936655998,0.5677714347839355,849.3601684570312,6.745659987333683,0.49157941463024063,7.0,0.0,37.0,14.0,0.23125,2.642857142857143,0.0,0.0,0.0,6.745659987333683,128.0,54.0,0.00013218560768862888,gmm,7.0,,,,,,,,diag,1.4079164611848037e-06,,,
297,TrialState.COMPLETE,6.74367420971258,14,64,64,0.037962913513183594,0.5643678903579712,847.6732177734375,6.74367420971258,0.4958638869268007,7.0,0.0,32.0,13.0,0.2,2.4615384615384617,0.0,0.0,0.0,6.74367420971258,128.0,59.0,0.00011153887420559462,gmm,7.0,,,,,,,,spherical,0.008639673092254775,,,
342,TrialState.COMPLETE,6.743234764123406,14,64,64,0.03520525246858597,0.56573486328125,847.3003540039062,6.743234764123406,0.49178372328066444,7.0,0.0,33.0,13.0,0.20625,2.5384615384615383,0.0,0.0,0.0,6.743234764123406,128.0,43.0,0.00017757637701415357,gmm,7.0,,,,,,,,spherical,1.5201762173361155e-06,,,
318,TrialState.COMPLETE,6.74320188246202,14,64,64,0.031392186880111694,0.5649780035018921,847.2724609375,6.74320188246202,0.5014405724457489,7.0,0.0,36.0,14.0,0.225,2.5714285714285716,0.0,0.0,0.0,6.74320188246202,128.0,49.0,0.00016840698087211095,gmm,7.0,,,,,,,,spherical,1.834583412212827e-06,,,
610,TrialState.COMPLETE,6.742779865126561,15,64,64,0.024874048307538033,0.5587984919548035,846.91455078125,6.742779865126561,0.513987567708767,7.0,0.0,36.0,13.0,0.225,2.769230769230769,0.0,0.0,0.0,6.742779865126561,64.0,53.0,0.00014677606810055722,gmm,7.0,,,,,,,,spherical,1.385828356742557e-05,,,
243,TrialState.COMPLETE,6.738461527714489,14,64,64,0.03630091995000839,0.5682634115219116,843.2608642578125,6.738461527714489,0.4912426454451301,7.0,0.0,32.0,13.0,0.2,2.4615384615384617,0.0,0.0,0.0,6.738461527714489,128.0,50.0,0.0001427102124852995,gmm,7.0,,,,,,,,spherical,1.6619481646563214e-05,,,
198,TrialState.COMPLETE,6.736711345144021,14,64,64,0.03170613944530487,0.5656038522720337,841.7845458984375,6.736711345144021,0.4973252835521485,7.0,0.0,32.0,12.0,0.2,2.6666666666666665,0.0,0.0,0.0,6.736711345144021,128.0,51.0,0.0001564645909767806,gmm,7.0,,,,,,,,spherical,2.0993381252649097e-05,,,
431,TrialState.COMPLETE,6.73299018309676,15,64,64,0.027161158621311188,0.5592196583747864,838.6542358398438,6.73299018309676,0.5036997366193648,7.0,0.0,34.0,13.0,0.2125,2.6153846153846154,0.0,0.0,0.0,6.73299018309676,64.0,47.0,0.00013853245458873433,gmm,7.0,,,,,,,,spherical,0.005576737180454359,,,
450,TrialState.COMPLETE,6.731593471684093,15,64,64,0.027012929320335388,0.559691309928894,837.4822998046875,6.731593471684093,0.5043944823678503,7.0,0.0,31.0,13.0,0.19375,2.3846153846153846,0.0,0.0,0.0,6.731593471684093,64.0,51.0,0.0001317810268065292,gmm,7.0,,,,,,,,spherical,0.007024965320815288,,,
863,TrialState.COMPLETE,6.730649490918334,14,64,64,0.026511646807193756,0.5668624639511108,836.691162109375,6.730649490918334,0.4999961460825138,7.0,0.0,31.0,12.0,0.19375,2.5833333333333335,0.0,0.0,0.0,6.730649490918334,128.0,55.0,0.00017282784352601202,gmm,7.0,,,,,,,,spherical,2.490400588986518e-06,,,
202,TrialState.COMPLETE,6.729768502889398,14,64,64,0.02956932783126831,0.5640014410018921,835.9534912109375,6.729768502889398,0.5070374222661972,7.0,0.0,31.0,12.0,0.19375,2.5833333333333335,0.0,0.0,0.0,6.729768502889398,128.0,55.0,0.0001490938759272741,gmm,7.0,,,,,,,,spherical,9.86769895086261e-06,,,
921,TrialState.COMPLETE,6.729578878908805,14,64,64,0.03497489541769028,0.5604776740074158,835.7947998046875,6.729578878908805,0.4938229625675817,7.0,0.0,31.0,13.0,0.19375,2.3846153846153846,0.0,0.0,0.0,6.729578878908805,128.0,46.0,0.00016729588705861675,gmm,7.0,,,,,,,,spherical,6.15930346943032e-05,,,
204,TrialState.COMPLETE,6.729217107907798,14,64,64,0.03505006805062294,0.5675615072250366,835.4921264648438,6.729217107907798,0.49222293201125167,7.0,0.0,32.0,13.0,0.2,2.4615384615384617,0.0,0.0,0.0,6.729217107907798,128.0,51.0,0.0001438794323314792,gmm,7.0,,,,,,,,spherical,3.098088029487719e-06,,,
385,TrialState.COMPLETE,6.727437499417828,14,64,64,0.035480231046676636,0.5683637857437134,834.0048217773438,6.727437499417828,0.4865043597882249,7.0,0.0,33.0,13.0,0.20625,2.5384615384615383,0.0,0.0,0.0,6.727437499417828,128.0,59.0,0.0001177433328706513,gmm,7.0,,,,,,,,spherical,1.2492080498140134e-06,,,
222,TrialState.COMPLETE,6.726603423562907,14,64,64,0.03033064492046833,0.5593531727790833,833.3086547851562,6.726603423562907,0.5035082467386626,7.0,0.0,31.0,12.0,0.19375,2.5833333333333335,0.0,0.0,0.0,6.726603423562907,128.0,54.0,0.00014933609590480536,gmm,7.0,,,,,,,,spherical,2.210436110761708e-06,,,
865,TrialState.COMPLETE,6.723007392357305,14,64,64,0.031119517982006073,0.5537392497062683,830.3138427734375,6.723007392357305,0.5067512921410848,7.0,0.0,34.0,14.0,0.2125,2.4285714285714284,0.0,0.0,0.0,6.723007392357305,128.0,58.0,0.00013356426244795624,gmm,7.0,,,,,,,,spherical,0.003664080487632326,,,
442,TrialState.COMPLETE,6.722896374984294,15,64,64,0.02439003810286522,0.5531388521194458,830.2215576171875,6.722896374984294,0.5222059756898638,7.0,0.0,36.0,14.0,0.225,2.5714285714285716,0.0,0.0,0.0,6.722896374984294,64.0,55.0,0.0001396510203250657,gmm,7.0,,,,,,,,spherical,0.008480959076125769,,,
326,TrialState.COMPLETE,6.722846883109432,14,64,64,0.02713528275489807,0.5456038117408752,830.180419921875,6.722846883109432,0.5086747636669384,8.0,0.0,29.0,10.0,0.18125,2.9,0.0,0.0,0.0,6.722846883109432,128.0,49.0,0.00019227712289782733,gmm,8.0,,,,,,,,spherical,1.6044960981139855e-06,,,
944,TrialState.COMPLETE,6.72220671925264,14,64,64,0.029748238623142242,0.5618172883987427,829.6484985351562,6.72220671925264,0.4990551456451166,7.0,0.0,37.0,14.0,0.23125,2.642857142857143,0.0,0.0,0.0,6.72220671925264,128.0,51.0,0.00016537295790419813,gmm,7.0,,,,,,,,spherical,0.0024786334637547885,,,
534,TrialState.COMPLETE,6.718835856602776,14,64,64,0.031952790915966034,0.5491101741790771,826.8532104492188,6.718835856602776,0.5055607099405252,7.0,0.0,36.0,14.0,0.225,2.5714285714285716,0.0,0.0,0.0,6.718835856602776,128.0,56.0,0.00013725625233305052,gmm,7.0,,,,,,,,spherical,0.008327151699106175,,,
265,TrialState.COMPLETE,6.715960871073419,14,64,64,0.034136731177568436,0.5665186047554016,824.4765625,6.715960871073419,0.48653473872926895,7.0,0.0,35.0,13.0,0.21875,2.6923076923076925,0.0,0.0,0.0,6.715960871073419,128.0,53.0,0.00013983310962925155,gmm,7.0,,,,,,,,spherical,3.8867682194442794e-05,,,
386,TrialState.COMPLETE,6.715242440677876,14,64,64,0.03238720819354057,0.5512376427650452,823.8837280273438,6.715242440677876,0.5100925876404616,7.0,0.0,31.0,14.0,0.19375,2.2142857142857144,0.0,0.0,0.0,6.715242440677876,128.0,65.0,0.00011303805600618263,gmm,7.0,,,,,,,,spherical,1.2051897482333182e-06,,,
173,TrialState.COMPLETE,6.715065435106993,14,64,64,0.026646867394447327,0.5550416111946106,823.7377319335938,6.715065435106993,0.5080569249388496,7.0,0.0,31.0,12.0,0.19375,2.5833333333333335,0.0,0.0,0.0,6.715065435106993,128.0,54.0,0.0001727388116254723,gmm,7.0,,,,,,,,spherical,5.881619540540049e-05,,,
184,TrialState.COMPLETE,6.713883312330552,14,64,64,0.026485899463295937,0.5561771988868713,822.7633666992188,6.713883312330552,0.5110211599470161,7.0,0.0,31.0,12.0,0.19375,2.5833333333333335,0.0,0.0,0.0,6.713883312330552,128.0,54.0,0.0001733324923100793,gmm,7.0,,,,,,,,spherical,3.902718396804777e-05,,,
201,TrialState.COMPLETE,6.711630050474295,14,64,64,0.03067944385111332,0.550362229347229,820.9093017578125,6.711630050474295,0.5026305579567104,7.0,0.0,36.0,14.0,0.225,2.5714285714285716,0.0,0.0,0.0,6.711630050474295,128.0,54.0,0.00014913231496206035,gmm,7.0,,,,,,,,spherical,2.7331856085401024e-05,,,
785,TrialState.COMPLETE,6.711541231320431,14,64,64,0.0389682799577713,0.5554690361022949,820.8363037109375,6.711541231320431,0.5073239176546266,7.0,0.0,34.0,13.0,0.2125,2.6153846153846154,0.0,0.0,0.0,6.711541231320431,128.0,53.0,0.00012430310759146214,gmm,7.0,,,,,,,,spherical,0.009983906769894487,,,
232,TrialState.COMPLETE,6.71059499602333,14,64,64,0.031287070363759995,0.5476516485214233,820.0590209960938,6.71059499602333,0.5162668624958904,7.0,0.0,31.0,14.0,0.19375,2.2142857142857144,0.0,0.0,0.0,6.71059499602333,128.0,56.0,0.00013988182642027584,gmm,7.0,,,,,,,,spherical,2.2055722539536915e-06,,,
210,TrialState.COMPLETE,6.710421775551003,14,64,64,0.037577565759420395,0.5655535459518433,819.9168090820312,6.710421775551003,0.48751038486128023,7.0,0.0,33.0,13.0,0.20625,2.5384615384615383,0.0,0.0,0.0,6.710421775551003,128.0,51.0,0.00013634471521300194,gmm,7.0,,,,,,,,spherical,2.9037457350076905e-06,,,
215,TrialState.COMPLETE,6.708888544866818,14,64,64,0.030606569722294807,0.5538231730461121,818.6591186523438,6.708888544866818,0.5091133659811303,7.0,0.0,31.0,14.0,0.19375,2.2142857142857144,0.0,0.0,0.0,6.708888544866818,128.0,54.0,0.0001481916228298469,gmm,7.0,,,,,,,,spherical,3.2078964621974e-06,,,
167,TrialState.COMPLETE,6.70843272086955,14,64,64,0.02610313519835472,0.5573060512542725,818.2855834960938,6.70843272086955,0.5103717115007655,7.0,0.0,31.0,12.0,0.19375,2.5833333333333335,0.0,0.0,0.0,6.70843272086955,128.0,55.0,0.0001732677246924097,gmm,7.0,,,,,,,,spherical,3.7199005743883675e-05,,,
