number,state,value,latent_dim,hidden1,hidden2,recon_mse,silhouette,calinski,log_calinski,davies,n_clusters_found,noise_ratio,largest_cluster_size,smallest_cluster_size,largest_share,size_ratio,penalty_small_k,penalty_imbalance,penalty_tiny_cluster,objective_value,batch_size,epochs,lr,algo,n_clusters,agglo_linkage,agglo_metric,birch_threshold,birch_branching_factor,dbscan_eps,dbscan_min_samples,dbscan_metric,gmm_covariance_type,gmm_reg_covar,spectral_affinity,spectral_gamma,spectral_n_neighbors
99,TrialState.COMPLETE,6.512993005595772,13,128,64,0.061195485293865204,0.5257908701896667,672.8402099609375,6.512993005595772,0.544333555974202,7.0,0.0,33.0,11.0,0.20625,3.0,0.0,0.0,0.0,6.512993005595772,256.0,56.0,0.00013570923311169626,kmeans,7.0,,,,,,,,,,,,
123,TrialState.COMPLETE,6.511574815711694,13,128,64,0.06553160399198532,0.5300063490867615,671.88525390625,6.511574815711694,0.5332885335246487,7.0,0.0,33.0,11.0,0.20625,3.0,0.0,0.0,0.0,6.511574815711694,256.0,44.0,0.00017675107701394224,kmeans,7.0,,,,,,,,,,,,
121,TrialState.COMPLETE,6.50741799230745,13,128,64,0.0654432475566864,0.5273615717887878,669.093994140625,6.50741799230745,0.5373233066053945,7.0,0.0,32.0,11.0,0.2,2.909090909090909,0.0,0.0,0.0,6.50741799230745,256.0,44.0,0.0001770621273494768,kmeans,7.0,,,,,,,,,,,,
122,TrialState.COMPLETE,6.507083565303913,13,128,64,0.06499062478542328,0.530097484588623,668.8699340820312,6.507083565303913,0.5316254659009435,7.0,0.0,33.0,11.0,0.20625,3.0,0.0,0.0,0.0,6.507083565303913,256.0,52.0,0.00014411460112352377,kmeans,7.0,,,,,,,,,,,,
354,TrialState.COMPLETE,6.506676927793135,14,64,64,0.043670590966939926,0.5341964960098267,668.5975952148438,6.506676927793135,0.5235739591302538,7.0,0.0,30.0,17.0,0.1875,1.7647058823529411,0.0,0.0,0.0,6.506676927793135,128.0,47.0,0.0001347485999286937,gmm,7.0,,,,,,,,spherical,0.00036314031572858723,,,
631,TrialState.COMPLETE,6.504381457949788,15,64,64,0.045627713203430176,0.5312955975532532,667.0623168945312,6.504381457949788,0.5387768033985963,7.0,0.0,31.0,11.0,0.19375,2.8181818181818183,0.0,0.0,0.0,6.504381457949788,128.0,40.0,0.00018010835888040307,gmm,7.0,,,,,,,,spherical,2.565240167461177e-06,,,
555,TrialState.COMPLETE,6.502423859447023,15,64,64,0.05022943392395973,0.5364203453063965,665.7557983398438,6.502423859447023,0.522151882307438,7.0,0.0,29.0,11.0,0.18125,2.6363636363636362,0.0,0.0,0.0,6.502423859447023,128.0,54.0,0.00011828497533929745,gmm,7.0,,,,,,,,spherical,0.004984763569786674,,,
133,TrialState.COMPLETE,6.497665173194082,13,128,64,0.05785464867949486,0.5243908166885376,662.5904541015625,6.497665173194082,0.5432052266560161,7.0,0.0,33.0,11.0,0.20625,3.0,0.0,0.0,0.0,6.497665173194082,256.0,59.0,0.0001307095048186915,kmeans,7.0,,,,,,,,,,,,
964,TrialState.COMPLETE,6.497207666205394,14,64,64,0.028510184958577156,0.48968347907066345,662.2869262695312,6.497207666205394,0.5860104859255478,7.0,0.0,30.0,14.0,0.1875,2.142857142857143,0.0,0.0,0.0,6.497207666205394,128.0,55.0,0.00015461773969752934,gmm,7.0,,,,,,,,spherical,2.8703159607164647e-06,,,
710,TrialState.COMPLETE,6.495034757407654,14,128,64,0.08803635090589523,0.5405697822570801,660.8472290039062,6.495034757407654,0.5230510940241007,7.0,0.0,30.0,10.0,0.1875,3.0,0.0,0.0,0.0,6.495034757407654,256.0,45.0,0.00013754894227263224,gmm,7.0,,,,,,,,spherical,1.5439818757299727e-06,,,
583,TrialState.COMPLETE,6.495013085613148,15,64,64,0.03764154016971588,0.5399489998817444,660.8328857421875,6.495013085613148,0.5083269455893968,7.0,0.0,30.0,11.0,0.1875,2.727272727272727,0.0,0.0,0.0,6.495013085613148,128.0,54.0,0.00015197890850550305,gmm,7.0,,,,,,,,diag,9.489716707555232e-06,,,
831,TrialState.COMPLETE,6.491871244223992,14,128,64,0.02669580839574337,0.5194475054740906,658.7567749023438,6.491871244223992,0.5228550768899007,7.0,0.0,33.0,14.0,0.20625,2.357142857142857,0.0,0.0,0.0,6.491871244223992,128.0,53.0,0.0001430570662497864,gmm,7.0,,,,,,,,diag,3.487985169240014e-05,,,
837,TrialState.COMPLETE,6.491002738307679,15,64,64,0.040557049214839935,0.5473788976669312,658.1840209960938,6.491002738307679,0.4988080290532562,7.0,0.0,30.0,11.0,0.1875,2.727272727272727,0.0,0.0,0.0,6.491002738307679,128.0,47.0,0.0001660865247761935,gmm,7.0,,,,,,,,spherical,3.3420721486451138e-06,,,
334,TrialState.COMPLETE,6.489826313580001,15,64,64,0.04410110414028168,0.5469569563865662,657.4089965820312,6.489826313580001,0.4986582711529585,7.0,0.0,30.0,11.0,0.1875,2.727272727272727,0.0,0.0,0.0,6.489826313580001,128.0,46.0,0.0001551866202508099,gmm,7.0,,,,,,,,spherical,0.00025362135327734877,,,
250,TrialState.COMPLETE,6.489534262864571,13,64,64,0.04515494406223297,0.4879957139492035,657.2167358398438,6.489534262864571,0.5781392302910121,7.0,0.0,31.0,14.0,0.19375,2.2142857142857144,0.0,0.0,0.0,6.489534262864571,128.0,46.0,0.00014424187133783357,gmm,7.0,,,,,,,,spherical,2.252879730464438e-06,,,
633,TrialState.COMPLETE,6.4886801510325425,14,64,64,0.02888757549226284,0.522042989730835,656.65478515625,6.4886801510325425,0.5664172739862493,6.0,0.0,38.0,14.0,0.2375,2.7142857142857144,0.0,0.0,0.0,6.4886801510325425,128.0,64.0,0.0001246865453917171,gmm,6.0,,,,,,,,spherical,5.505630278515462e-05,,,
324,TrialState.COMPLETE,6.488402061738098,15,64,64,0.042846325784921646,0.5473882555961609,656.471923828125,6.488402061738098,0.496119107013079,7.0,0.0,30.0,11.0,0.1875,2.727272727272727,0.0,0.0,0.0,6.488402061738098,128.0,46.0,0.00016206138360615999,gmm,7.0,,,,,,,,spherical,2.0980868408608287e-05,,,
741,TrialState.COMPLETE,6.488316744480625,15,64,64,0.04295993223786354,0.5462950468063354,656.4158325195312,6.488316744480625,0.49824000829624726,7.0,0.0,30.0,11.0,0.1875,2.727272727272727,0.0,0.0,0.0,6.488316744480625,128.0,45.0,0.00016652931535415832,gmm,7.0,,,,,,,,spherical,7.5898365939744045e-06,,,
286,TrialState.COMPLETE,6.488281000049221,15,64,64,0.03963709622621536,0.547878086566925,656.392333984375,6.488281000049221,0.49836794772803705,7.0,0.0,29.0,11.0,0.18125,2.6363636363636362,0.0,0.0,0.0,6.488281000049221,128.0,54.0,0.00014182087467137888,gmm,7.0,,,,,,,,spherical,3.355528885767465e-05,,,
616,TrialState.COMPLETE,6.4849192184476285,15,256,64,0.016873935237526894,0.4774938225746155,654.18603515625,6.4849192184476285,0.650220177262398,7.0,0.0,30.0,12.0,0.1875,2.5,0.0,0.0,0.0,6.4849192184476285,64.0,53.0,0.0001716903398569009,gmm,7.0,,,,,,,,spherical,6.3782346231729736e-06,,,
789,TrialState.COMPLETE,6.483951874364339,14,64,64,0.03257925063371658,0.5109003782272339,653.5525512695312,6.483951874364339,0.5495309952953794,6.0,0.0,36.0,16.0,0.225,2.25,0.0,0.0,0.0,6.483951874364339,128.0,56.0,0.00013365102133960514,gmm,6.0,,,,,,,,spherical,1.4731785308318735e-05,,,
428,TrialState.COMPLETE,6.483447746497884,15,64,64,0.05340943858027458,0.5412142276763916,653.22265625,6.483447746497884,0.5124371249445929,7.0,0.0,32.0,11.0,0.2,2.909090909090909,0.0,0.0,0.0,6.483447746497884,128.0,53.0,0.00011566456809077983,gmm,7.0,,,,,,,,spherical,0.00798217202029815,,,
914,TrialState.COMPLETE,6.482629035032248,15,64,64,0.03238249197602272,0.5196216702461243,652.687255859375,6.482629035032248,0.5202140420528523,7.0,0.0,32.0,15.0,0.2,2.1333333333333333,0.0,0.0,0.0,6.482629035032248,128.0,55.0,0.00016245144948399902,gmm,7.0,,,,,,,,spherical,3.165412388189093e-06,,,
269,TrialState.COMPLETE,6.478755065298864,15,64,64,0.048501867800951004,0.5440910458564758,650.1597900390625,6.478755065298864,0.4973155877566656,7.0,0.0,29.0,11.0,0.18125,2.6363636363636362,0.0,0.0,0.0,6.478755065298864,128.0,54.0,0.00012208011363906403,gmm,7.0,,,,,,,,spherical,4.749683333843082e-06,,,
974,TrialState.COMPLETE,6.4779398184315,14,64,64,0.062194257974624634,0.5481258630752563,649.629150390625,6.4779398184315,0.497796620588288,7.0,0.0,29.0,11.0,0.18125,2.6363636363636362,0.0,0.0,0.0,6.4779398184315,256.0,54.0,0.0002023207956162996,gmm,7.0,,,,,,,,spherical,5.416146880699111e-06,,,
687,TrialState.COMPLETE,6.477275802424173,13,128,64,0.02683108113706112,0.5093411207199097,649.197265625,6.477275802424173,0.595311911500196,7.0,0.0,35.0,12.0,0.21875,2.9166666666666665,0.0,0.0,0.0,6.477275802424173,128.0,54.0,0.00011302482198954744,gmm,7.0,,,,,,,,spherical,0.009945165177007958,,,
998,TrialState.COMPLETE,6.467980358001956,15,64,64,0.05282227694988251,0.534092366695404,643.181396484375,6.467980358001956,0.5177163514286683,7.0,0.0,32.0,11.0,0.2,2.909090909090909,0.0,0.0,0.0,6.467980358001956,128.0,51.0,0.00012256607409570243,gmm,7.0,,,,,,,,spherical,2.0103745018404515e-06,,,
802,TrialState.COMPLETE,6.466598255920462,15,64,64,0.05476405844092369,0.539657473564148,642.2916870117188,6.466598255920462,0.509493466927762,7.0,0.0,32.0,11.0,0.2,2.909090909090909,0.0,0.0,0.0,6.466598255920462,128.0,48.0,0.00012799904949517828,gmm,7.0,,,,,,,,spherical,1.8660492254163664e-05,,,
183,TrialState.COMPLETE,6.466303422035204,15,64,64,0.0368390716612339,0.534399688243866,642.10205078125,6.466303422035204,0.5020928287888917,7.0,0.0,30.0,11.0,0.1875,2.727272727272727,0.0,0.0,0.0,6.466303422035204,128.0,56.0,0.00014639367282942987,gmm,7.0,,,,,,,,diag,7.705563270580198e-05,,,
824,TrialState.COMPLETE,6.459745979654853,15,64,64,0.04255644604563713,0.5440112948417664,637.8987426757812,6.459745979654853,0.5001629532681924,7.0,0.0,30.0,11.0,0.1875,2.727272727272727,0.0,0.0,0.0,6.459745979654853,128.0,50.0,0.00015470282979638812,gmm,7.0,,,,,,,,spherical,0.006663118972594407,,,
962,TrialState.COMPLETE,6.4529140470998705,15,64,64,0.043302737176418304,0.5424550175666809,633.5487060546875,6.4529140470998705,0.5010513419461488,7.0,0.0,30.0,11.0,0.1875,2.727272727272727,0.0,0.0,0.0,6.4529140470998705,128.0,51.0,0.00014575896088946544,gmm,7.0,,,,,,,,spherical,4.0732163115329165e-06,,,
767,TrialState.COMPLETE,6.452471201604003,15,64,64,0.03545406088232994,0.5144683122634888,633.2677612304688,6.452471201604003,0.5763681664693667,7.0,0.0,32.0,12.0,0.2,2.6666666666666665,0.0,0.0,0.0,6.452471201604003,128.0,50.0,0.00017190055508641518,gmm,7.0,,,,,,,,spherical,6.249918621701982e-06,,,
341,TrialState.COMPLETE,6.446224733592612,15,64,64,0.05048364773392677,0.5327156186103821,629.3181762695312,6.446224733592612,0.5152129649577776,7.0,0.0,29.0,11.0,0.18125,2.6363636363636362,0.0,0.0,0.0,6.446224733592612,128.0,50.0,0.00013059284852994708,gmm,7.0,,,,,,,,spherical,2.361963959959733e-06,,,
151,TrialState.COMPLETE,6.44393609982198,15,64,64,0.044084466993808746,0.5339258313179016,627.8772583007812,6.44393609982198,0.5116681177686774,7.0,0.0,30.0,12.0,0.1875,2.5,0.0,0.0,0.0,6.44393609982198,128.0,49.0,0.0001545296707712297,gmm,7.0,,,,,,,,spherical,0.0009099862871961951,,,
898,TrialState.COMPLETE,6.4437222666390985,14,64,64,0.015341922640800476,0.4763847887516022,627.7427978515625,6.4437222666390985,0.6256152980441577,6.0,0.0,38.0,17.0,0.2375,2.235294117647059,0.0,0.0,0.0,6.4437222666390985,128.0,54.0,0.0006620509087682598,gmm,6.0,,,,,,,,spherical,5.993122523854525e-06,,,
528,TrialState.COMPLETE,6.442850056525788,6,64,32,0.04175856336951256,0.5282900929450989,627.1946411132812,6.442850056525788,0.5172431306812779,7.0,0.0,28.0,11.0,0.175,2.5454545454545454,0.0,0.0,0.0,6.442850056525788,64.0,43.0,0.000155685584704532,gmm,7.0,,,,,,,,spherical,6.771808085601087e-06,,,
541,TrialState.COMPLETE,6.442670975301382,15,64,64,0.06961197406053543,0.5407420992851257,627.0821533203125,6.442670975301382,0.5149334764063845,7.0,0.0,30.0,10.0,0.1875,3.0,0.0,0.0,0.0,6.442670975301382,128.0,46.0,0.0001108502333809057,gmm,7.0,,,,,,,,spherical,6.349375506193969e-05,,,
359,TrialState.COMPLETE,6.439186849812641,15,64,64,0.06688039749860764,0.5403162240982056,624.8976440429688,6.439186849812641,0.5056809034284683,7.0,0.0,30.0,10.0,0.1875,3.0,0.0,0.0,0.0,6.439186849812641,128.0,49.0,0.00010629306574140026,gmm,7.0,,,,,,,,spherical,0.0013278468513273003,,,
808,TrialState.COMPLETE,6.4385095655706195,15,128,64,0.026107465848326683,0.47496142983436584,624.473876953125,6.4385095655706195,0.6086177054101205,7.0,0.0,30.0,14.0,0.1875,2.142857142857143,0.0,0.0,0.0,6.4385095655706195,128.0,51.0,0.0001195556396059281,gmm,7.0,,,,,,,,spherical,2.7091179865102557e-05,,,
564,TrialState.COMPLETE,6.436969508005788,15,64,64,0.07144878059625626,0.5399353504180908,623.5113525390625,6.436969508005788,0.5158466107716869,7.0,0.0,30.0,10.0,0.1875,3.0,0.0,0.0,0.0,6.436969508005788,128.0,47.0,0.0001049663904571449,gmm,7.0,,,,,,,,spherical,0.0008016335676073621,,,
995,TrialState.COMPLETE,6.434472156979996,15,64,64,0.04496368393301964,0.5363346338272095,621.9536743164062,6.434472156979996,0.5073419281899019,7.0,0.0,30.0,11.0,0.1875,2.727272727272727,0.0,0.0,0.0,6.434472156979996,128.0,48.0,0.00015474074619344042,gmm,7.0,,,,,,,,spherical,0.00023185971184309784,,,
156,TrialState.COMPLETE,6.434182984932618,15,64,64,0.04981597885489464,0.5408247709274292,621.7735595703125,6.434182984932618,0.5037197472859094,7.0,0.0,30.0,11.0,0.1875,2.727272727272727,0.0,0.0,0.0,6.434182984932618,128.0,43.0,0.0001588577808037397,gmm,7.0,,,,,,,,spherical,0.00019889482467250842,,,
43,TrialState.COMPLETE,6.432537101015863,9,128,32,0.016343066468834877,0.41358882188796997,620.7493896484375,6.432537101015863,0.7492704834852828,10.0,0.0,22.0,10.0,0.1375,2.2,0.0,0.0,0.0,6.432537101015863,256.0,107.0,0.000532368759215245,spectral,10.0,,,,,,,,,,nearest_neighbors,,12.0
499,TrialState.COMPLETE,6.426289629004062,16,64,64,0.02977283112704754,0.48101186752319336,616.8771362304688,6.426289629004062,0.6067060853822893,7.0,0.0,34.0,14.0,0.2125,2.4285714285714284,0.0,0.0,0.0,6.426289629004062,128.0,47.0,0.00018429104967872888,gmm,7.0,,,,,,,,spherical,1.8541177173687246e-06,,,
694,TrialState.COMPLETE,6.423935551737059,15,64,64,0.048789285123348236,0.5232540369033813,615.42431640625,6.423935551737059,0.5188957331570814,7.0,0.0,36.0,12.0,0.225,3.0,0.0,0.0,0.0,6.423935551737059,128.0,47.0,0.00014890048164740386,gmm,7.0,,,,,,,,spherical,4.8125136818814005e-06,,,
774,TrialState.COMPLETE,6.415824521191002,15,64,64,0.06220239773392677,0.5259857177734375,610.4447021484375,6.415824521191002,0.5149354459900934,7.0,0.0,30.0,12.0,0.1875,2.5,0.0,0.0,0.0,6.415824521191002,128.0,43.0,0.00012743144796089975,gmm,7.0,,,,,,,,spherical,5.369545316319194e-05,,,
348,TrialState.COMPLETE,6.4132373049467875,15,64,64,0.06460060179233551,0.5248371958732605,608.8648071289062,6.4132373049467875,0.5209599745865204,7.0,0.0,29.0,12.0,0.18125,2.4166666666666665,0.0,0.0,0.0,6.4132373049467875,128.0,44.0,0.00012436126938552238,gmm,7.0,,,,,,,,spherical,2.8710767413691206e-06,,,
128,TrialState.COMPLETE,6.401784793294949,13,128,64,0.09025251865386963,0.5168636441230774,601.920166015625,6.401784793294949,0.5278236160030645,7.0,0.0,29.0,12.0,0.18125,2.4166666666666665,0.0,0.0,0.0,6.401784793294949,256.0,40.0,0.00011726041424622455,gmm,7.0,,,,,,,,spherical,1.2981397669883955e-06,,,
548,TrialState.COMPLETE,6.396111347674828,14,64,64,0.029443716630339622,0.4997115135192871,598.5092163085938,6.396111347674828,0.5961161674340715,7.0,0.0,38.0,15.0,0.2375,2.533333333333333,0.0,0.0,0.0,6.396111347674828,128.0,61.0,0.00013108255446778313,gmm,7.0,,,,,,,,diag,4.149619168748423e-06,,,
817,TrialState.COMPLETE,6.3925458742761005,15,64,64,0.025290321558713913,0.5212104320526123,596.37548828125,6.3925458742761005,0.5080068184854812,6.0,0.0,36.0,18.0,0.225,2.0,0.0,0.0,0.0,6.3925458742761005,128.0,56.0,0.0002178163715943201,gmm,6.0,,,,,,,,spherical,1.5683364049313223e-06,,,
726,TrialState.COMPLETE,6.38598815847494,15,64,64,0.0572911873459816,0.5165440440177917,592.4708862304688,6.38598815847494,0.47636961741515926,8.0,0.0,33.0,11.0,0.20625,3.0,0.0,0.0,0.0,6.38598815847494,128.0,52.0,0.00011269829182973132,gmm,8.0,,,,,,,,spherical,0.00030194507328761276,,,
74,TrialState.COMPLETE,6.382656627238869,11,128,32,0.036511439830064774,0.5365164279937744,590.4970092773438,6.382656627238869,0.5505529150705055,5.0,0.0,47.0,20.0,0.29375,2.35,0.0,0.0,0.0,6.382656627238869,256.0,79.0,0.00012552298273144855,kmeans,5.0,,,,,,,,,,,,
505,TrialState.COMPLETE,6.381961623675232,13,64,64,0.04015183821320534,0.4653747081756592,590.0860595703125,6.381961623675232,0.6221488020848244,7.0,0.0,35.0,14.0,0.21875,2.5,0.0,0.0,0.0,6.381961623675232,128.0,55.0,0.00012603930776129723,gmm,7.0,,,,,,,,spherical,2.6438122587838013e-06,,,
73,TrialState.COMPLETE,6.378284932728829,11,128,32,0.035961613059043884,0.5377128720283508,587.9168090820312,6.378284932728829,0.5459521688321566,5.0,0.0,48.0,20.0,0.3,2.4,0.0,0.0,0.0,6.378284932728829,256.0,78.0,0.0001288797239633691,kmeans,5.0,,,,,,,,,,,,
684,TrialState.COMPLETE,6.377949083738304,15,64,64,0.050191134214401245,0.5127889513969421,587.7190551757812,6.377949083738304,0.4782877924481157,8.0,0.0,33.0,11.0,0.20625,3.0,0.0,0.0,0.0,6.377949083738304,256.0,51.0,0.00030843506865307137,gmm,8.0,,,,,,,,spherical,1.8085233322858008e-06,,,
526,TrialState.COMPLETE,6.3737231027065935,14,64,64,0.030811870470643044,0.5442684888839722,585.2363891601562,6.3737231027065935,0.48702038760547156,6.0,0.0,41.0,16.0,0.25625,2.5625,0.0,0.0,0.0,6.3737231027065935,128.0,49.0,0.00017246986694315707,gmm,6.0,,,,,,,,spherical,0.004645435724673525,,,
315,TrialState.COMPLETE,6.372430322285902,14,64,64,0.036628976464271545,0.5683785080909729,584.47900390625,6.372430322285902,0.49350000530676114,6.0,0.0,35.0,13.0,0.21875,2.6923076923076925,0.0,0.0,0.0,6.372430322285902,128.0,54.0,0.0001282532407972611,gmm,6.0,,,,,,,,spherical,0.00016843405764502284,,,
731,TrialState.COMPLETE,6.366462896961951,14,64,64,0.025869395583868027,0.4474793076515198,580.99560546875,6.366462896961951,0.6645880091024935,7.0,0.0,32.0,14.0,0.2,2.2857142857142856,0.0,0.0,0.0,6.366462896961951,64.0,43.0,0.00014165311465742556,gmm,7.0,,,,,,,,spherical,1.017224487413164e-06,,,
90,TrialState.COMPLETE,6.359463091119978,8,128,32,0.0850648432970047,0.5066282153129578,576.9359741210938,6.359463091119978,0.5571496893831546,6.0,0.0,44.0,15.0,0.275,2.933333333333333,0.0,0.0,0.0,6.359463091119978,256.0,48.0,0.00010985295693906906,kmeans,6.0,,,,,,,,,,,,
112,TrialState.COMPLETE,6.3498482201565976,12,128,64,0.06700240075588226,0.5184880495071411,571.4058227539062,6.3498482201565976,0.5817472398837604,6.0,0.0,34.0,16.0,0.2125,2.125,0.0,0.0,0.0,6.3498482201565976,256.0,55.0,0.00010684933875866838,kmeans,6.0,,,,,,,,,,,,
115,TrialState.COMPLETE,6.349113595310489,12,128,64,0.05860745906829834,0.5096985101699829,570.9854736328125,6.349113595310489,0.5992270092265344,6.0,0.0,35.0,15.0,0.21875,2.3333333333333335,0.0,0.0,0.0,6.349113595310489,256.0,53.0,0.00012891897296729934,kmeans,6.0,,,,,,,,,,,,
93,TrialState.COMPLETE,6.3472970647721185,8,128,32,0.0868561640381813,0.5159050226211548,569.9473876953125,6.3472970647721185,0.5820852317689158,6.0,0.0,35.0,15.0,0.21875,2.3333333333333335,0.0,0.0,0.0,6.3472970647721185,256.0,47.0,0.0001077457219640492,kmeans,6.0,,,,,,,,,,,,
92,TrialState.COMPLETE,6.341909170082521,8,128,32,0.08383725583553314,0.5148190259933472,566.8794555664062,6.341909170082521,0.5820495199860667,6.0,0.0,35.0,15.0,0.21875,2.3333333333333335,0.0,0.0,0.0,6.341909170082521,256.0,49.0,0.00011052195215217805,kmeans,6.0,,,,,,,,,,,,
114,TrialState.COMPLETE,6.341712141536768,12,128,64,0.06264662742614746,0.515816330909729,566.767578125,6.341712141536768,0.5835300087739999,6.0,0.0,33.0,18.0,0.20625,1.8333333333333333,0.0,0.0,0.0,6.341712141536768,256.0,52.0,0.00012392037943324542,kmeans,6.0,,,,,,,,,,,,
98,TrialState.COMPLETE,6.3377855208503,8,128,64,0.057275887578725815,0.5123082399368286,564.5425415039062,6.3377855208503,0.592655202332574,6.0,0.0,34.0,17.0,0.2125,2.0,0.0,0.0,0.0,6.3377855208503,256.0,56.0,0.0001370303792973522,kmeans,6.0,,,,,,,,,,,,
88,TrialState.COMPLETE,6.334701397391776,8,128,32,0.0650247186422348,0.5135444402694702,562.801025390625,6.334701397391776,0.5880686873752354,6.0,0.0,36.0,18.0,0.225,2.0,0.0,0.0,0.0,6.334701397391776,256.0,64.0,0.00011070972777563023,kmeans,6.0,,,,,,,,,,,,
781,TrialState.COMPLETE,6.334664372964852,14,512,64,0.022451631724834442,0.48088034987449646,562.7801513671875,6.334664372964852,0.6284525267615452,6.0,0.0,37.0,14.0,0.23125,2.642857142857143,0.0,0.0,0.0,6.334664372964852,128.0,46.0,0.00011295488589260216,gmm,6.0,,,,,,,,spherical,1.222976507601908e-06,,,
87,TrialState.COMPLETE,6.332861184177993,8,128,32,0.06682194769382477,0.499223530292511,561.7644653320312,6.332861184177993,0.597740576449176,6.0,0.0,37.0,18.0,0.23125,2.0555555555555554,0.0,0.0,0.0,6.332861184177993,256.0,64.0,0.00010735266220787839,kmeans,6.0,,,,,,,,,,,,
67,TrialState.COMPLETE,6.331905664694881,9,128,32,0.046208158135414124,0.5373382568359375,561.2269897460938,6.331905664694881,0.5600112208574035,5.0,0.0,44.0,21.0,0.275,2.0952380952380953,0.0,0.0,0.0,6.331905664694881,256.0,77.0,0.00011958971186256801,kmeans,5.0,,,,,,,,,,,,
301,TrialState.COMPLETE,6.3302912746661795,14,64,64,0.015449726954102516,0.4666122794151306,560.320068359375,6.3302912746661795,0.6363369162715957,7.0,0.0,30.0,12.0,0.1875,2.5,0.0,0.0,0.0,6.3302912746661795,128.0,57.0,0.0005862117086933446,gmm,7.0,,,,,,,,spherical,2.6891286096007335e-05,,,
103,TrialState.COMPLETE,6.329380965703134,13,128,64,0.07630899548530579,0.49848634004592896,559.809326171875,6.329380965703134,0.6002296653941369,6.0,0.0,34.0,17.0,0.2125,2.0,0.0,0.0,0.0,6.329380965703134,256.0,56.0,0.00010385265202889997,kmeans,6.0,,,,,,,,,,,,
653,TrialState.COMPLETE,6.326801648740384,15,64,64,0.05021661892533302,0.5192011594772339,558.3646850585938,6.326801648740384,0.5084774917565827,7.0,0.0,32.0,12.0,0.2,2.6666666666666665,0.0,0.0,0.0,6.326801648740384,128.0,47.0,0.00014515678451581696,gmm,7.0,,,,,,,,diag,3.118101179387868e-06,,,
91,TrialState.COMPLETE,6.323993122060402,8,128,32,0.08672668039798737,0.4968711733818054,556.7958984375,6.323993122060402,0.5943217831898294,6.0,0.0,40.0,17.0,0.25,2.3529411764705883,0.0,0.0,0.0,6.323993122060402,256.0,47.0,0.00010812845630212862,kmeans,6.0,,,,,,,,,,,,
560,TrialState.COMPLETE,6.3206324927848705,15,64,64,0.0467316135764122,0.5222631692886353,554.9244995117188,6.3206324927848705,0.5471970737786812,6.0,0.0,35.0,18.0,0.21875,1.9444444444444444,0.0,0.0,0.0,6.3206324927848705,128.0,44.0,0.0001609915160923362,gmm,6.0,,,,,,,,spherical,1.7006162881704898e-06,,,
328,TrialState.COMPLETE,6.318727573311302,13,512,256,0.01564793288707733,0.4067761301994324,553.8665161132812,6.318727573311302,0.7236726724016378,8.0,0.0,33.0,13.0,0.20625,2.5384615384615383,0.0,0.0,0.0,6.318727573311302,128.0,49.0,0.00020373500518359772,gmm,8.0,,,,,,,,spherical,1.2208314021413217e-06,,,
270,TrialState.COMPLETE,6.317923592318801,13,64,64,0.03942951187491417,0.462402880191803,553.4205932617188,6.317923592318801,0.6202958942018493,7.0,0.0,28.0,13.0,0.175,2.1538461538461537,0.0,0.0,0.0,6.317923592318801,128.0,49.0,0.00014861746383952221,gmm,7.0,,,,,,,,spherical,1.761960043337381e-05,,,
961,TrialState.COMPLETE,6.313731024433386,14,64,64,0.035425346344709396,0.56081223487854,551.1010131835938,6.313731024433386,0.49160412306111567,6.0,0.0,37.0,14.0,0.23125,2.642857142857143,0.0,0.0,0.0,6.313731024433386,128.0,56.0,0.00012543860496060972,gmm,6.0,,,,,,,,diag,9.120002736331963e-06,,,
109,TrialState.COMPLETE,6.312151445139035,11,128,32,0.06987612694501877,0.5291290283203125,550.2296142578125,6.312151445139035,0.5709660590525111,5.0,0.0,45.0,22.0,0.28125,2.0454545454545454,0.0,0.0,0.0,6.312151445139035,256.0,60.0,0.00010076574348383805,kmeans,5.0,,,,,,,,,,,,
80,TrialState.COMPLETE,6.311570188993619,8,128,32,0.02653052844107151,0.5008165240287781,549.9093017578125,6.311570188993619,0.5443007625924066,5.0,0.0,42.0,19.0,0.2625,2.210526315789474,0.0,0.0,0.0,6.311570188993619,256.0,70.0,0.00022496180277989267,kmeans,5.0,,,,,,,,,,,,
935,TrialState.COMPLETE,6.308069646731634,15,64,64,0.050230722874403,0.5114930272102356,547.9841918945312,6.308069646731634,0.5584761700814389,6.0,0.0,35.0,17.0,0.21875,2.0588235294117645,0.0,0.0,0.0,6.308069646731634,128.0,50.0,0.0001311903779585701,gmm,6.0,,,,,,,,spherical,6.188951527549307e-06,,,
406,TrialState.COMPLETE,6.301629179954576,15,64,64,0.04794667661190033,0.5147965550422668,544.4598388671875,6.301629179954576,0.5563649436825907,6.0,0.0,35.0,19.0,0.21875,1.8421052631578947,0.0,0.0,0.0,6.301629179954576,128.0,50.0,0.00013545950181010084,gmm,6.0,,,,,,,,spherical,5.714499103129517e-06,,,
948,TrialState.COMPLETE,6.294708308949619,15,64,64,0.09915351867675781,0.491293728351593,540.6978149414062,6.294708308949619,0.5884472751079723,6.0,0.0,39.0,18.0,0.24375,2.1666666666666665,0.0,0.0,0.0,6.294708308949619,256.0,49.0,0.00012438954158795464,gmm,6.0,,,,,,,,spherical,2.3203860424685945e-06,,,
